time	V(vi)	V(vo)	I(C1)	I(D1)	I(R1)	I(VI)
1.081089883058041e-02	1.000000e+00	1.975647e+00	4.654776e-02	4.674532e-02	1.975647e-04	4.654776e-02
1.085972695558041e-02	1.000000e+00	1.975442e+00	-4.694286e-02	-4.674532e-02	1.975442e-04	-4.694286e-02
1.090855508058041e-02	1.000000e+00	1.975237e+00	4.654779e-02	4.674531e-02	1.975237e-04	4.654779e-02
1.095738320558041e-02	1.000000e+00	1.975031e+00	-4.694281e-02	-4.674531e-02	1.975031e-04	-4.694281e-02
1.100621133058041e-02	1.000000e+00	1.974826e+00	4.654782e-02	4.674530e-02	1.974826e-04	4.654782e-02
1.105503945558041e-02	1.000000e+00	1.974621e+00	-4.694276e-02	-4.674530e-02	1.974621e-04	-4.694276e-02
1.110386758058041e-02	1.000000e+00	1.974416e+00	4.654785e-02	4.674530e-02	1.974416e-04	4.654785e-02
1.115269570558041e-02	1.000000e+00	1.974211e+00	-4.694271e-02	-4.674529e-02	1.974211e-04	-4.694271e-02
1.120152383058041e-02	1.000000e+00	1.974006e+00	4.654789e-02	4.674529e-02	1.974006e-04	4.654789e-02
1.125035195558042e-02	1.000000e+00	1.973801e+00	-4.694266e-02	-4.674528e-02	1.973801e-04	-4.694266e-02
1.129918008058042e-02	1.000000e+00	1.973596e+00	4.654792e-02	4.674528e-02	1.973596e-04	4.654792e-02
1.134800820558042e-02	1.000000e+00	1.973391e+00	-4.694261e-02	-4.674527e-02	1.973391e-04	-4.694261e-02
1.139683633058042e-02	1.000000e+00	1.973186e+00	4.654795e-02	4.674527e-02	1.973186e-04	4.654795e-02
1.144566445558042e-02	1.000000e+00	1.972981e+00	-4.694256e-02	-4.674526e-02	1.972981e-04	-4.694256e-02
1.149449258058042e-02	1.000000e+00	1.972776e+00	4.654798e-02	4.674526e-02	1.972776e-04	4.654798e-02
1.154332070558042e-02	1.000000e+00	1.972571e+00	-4.694251e-02	-4.674526e-02	1.972571e-04	-4.694251e-02
1.159214883058042e-02	1.000000e+00	1.972366e+00	4.654801e-02	4.674525e-02	1.972366e-04	4.654801e-02
1.164097695558042e-02	1.000000e+00	1.972161e+00	-4.694246e-02	-4.674524e-02	1.972161e-04	-4.694246e-02
1.168980508058042e-02	1.000000e+00	1.971956e+00	4.654805e-02	4.674524e-02	1.971956e-04	4.654805e-02
1.173863320558042e-02	1.000000e+00	1.971751e+00	-4.694241e-02	-4.674524e-02	1.971751e-04	-4.694241e-02
1.178746133058042e-02	1.000000e+00	1.971546e+00	4.654808e-02	4.674523e-02	1.971546e-04	4.654808e-02
1.183628945558042e-02	1.000000e+00	1.971342e+00	-4.694236e-02	-4.674523e-02	1.971342e-04	-4.694236e-02
1.188511758058042e-02	1.000000e+00	1.971137e+00	4.654811e-02	4.674522e-02	1.971137e-04	4.654811e-02
1.193394570558043e-02	1.000000e+00	1.970932e+00	-4.694231e-02	-4.674522e-02	1.970932e-04	-4.694231e-02
1.198277383058043e-02	1.000000e+00	1.970727e+00	4.654814e-02	4.674521e-02	1.970727e-04	4.654814e-02
1.203160195558043e-02	1.000000e+00	1.970523e+00	-4.694226e-02	-4.674521e-02	1.970523e-04	-4.694226e-02
1.208043008058043e-02	1.000000e+00	1.970318e+00	4.654817e-02	4.674521e-02	1.970318e-04	4.654817e-02
1.212925820558043e-02	1.000000e+00	1.970113e+00	-4.694221e-02	-4.674520e-02	1.970113e-04	-4.694221e-02
1.217808633058043e-02	1.000000e+00	1.969909e+00	4.654821e-02	4.674520e-02	1.969908e-04	4.654821e-02
1.222691445558043e-02	1.000000e+00	1.969704e+00	-4.694216e-02	-4.674519e-02	1.969704e-04	-4.694216e-02
1.227574258058043e-02	1.000000e+00	1.969499e+00	4.654824e-02	4.674519e-02	1.969499e-04	4.654824e-02
1.232457070558043e-02	1.000000e+00	1.969295e+00	-4.694211e-02	-4.674518e-02	1.969295e-04	-4.694211e-02
1.237339883058043e-02	1.000000e+00	1.969090e+00	4.654827e-02	4.674518e-02	1.969090e-04	4.654827e-02
1.242222695558043e-02	1.000000e+00	1.968886e+00	-4.694206e-02	-4.674517e-02	1.968885e-04	-4.694206e-02
1.247105508058043e-02	1.000000e+00	1.968681e+00	4.654830e-02	4.674517e-02	1.968681e-04	4.654830e-02
1.251988320558043e-02	1.000000e+00	1.968477e+00	-4.694201e-02	-4.674517e-02	1.968477e-04	-4.694201e-02
1.256871133058043e-02	1.000000e+00	1.968272e+00	4.654833e-02	4.674516e-02	1.968272e-04	4.654833e-02
1.261753945558044e-02	1.000000e+00	1.968068e+00	-4.694196e-02	-4.674516e-02	1.968068e-04	-4.694196e-02
1.266636758058044e-02	1.000000e+00	1.967863e+00	4.654837e-02	4.674515e-02	1.967863e-04	4.654837e-02
1.271519570558044e-02	1.000000e+00	1.967659e+00	-4.694191e-02	-4.674515e-02	1.967659e-04	-4.694191e-02
1.276402383058044e-02	1.000000e+00	1.967454e+00	4.654840e-02	4.674514e-02	1.967454e-04	4.654840e-02
1.281285195558044e-02	1.000000e+00	1.967250e+00	-4.694187e-02	-4.674514e-02	1.967250e-04	-4.694187e-02
1.286168008058044e-02	1.000000e+00	1.967046e+00	4.654843e-02	4.674514e-02	1.967046e-04	4.654843e-02
1.291050820558044e-02	1.000000e+00	1.966841e+00	-4.694181e-02	-4.674513e-02	1.966841e-04	-4.694181e-02
1.295933633058044e-02	1.000000e+00	1.966637e+00	4.654846e-02	4.674513e-02	1.966637e-04	4.654846e-02
1.300816445558044e-02	1.000000e+00	1.966433e+00	-4.694176e-02	-4.674512e-02	1.966432e-04	-4.694176e-02
1.305699258058044e-02	1.000000e+00	1.966228e+00	4.654849e-02	4.674512e-02	1.966228e-04	4.654849e-02
1.310582070558044e-02	1.000000e+00	1.966024e+00	-4.694172e-02	-4.674511e-02	1.966024e-04	-4.694172e-02
1.315464883058044e-02	1.000000e+00	1.965820e+00	4.654853e-02	4.674511e-02	1.965820e-04	4.654853e-02
1.320347695558044e-02	1.000000e+00	1.965616e+00	-4.694166e-02	-4.674510e-02	1.965616e-04	-4.694166e-02
1.325230508058044e-02	1.000000e+00	1.965411e+00	4.654856e-02	4.674510e-02	1.965411e-04	4.654856e-02
1.330113320558044e-02	1.000000e+00	1.965207e+00	-4.694162e-02	-4.674510e-02	1.965207e-04	-4.694162e-02
1.334996133058045e-02	1.000000e+00	1.965003e+00	4.654859e-02	4.674509e-02	1.965003e-04	4.654859e-02
1.339878945558045e-02	1.000000e+00	1.964799e+00	-4.694157e-02	-4.674508e-02	1.964799e-04	-4.694157e-02
1.344761758058045e-02	1.000000e+00	1.964595e+00	4.654862e-02	4.674508e-02	1.964595e-04	4.654862e-02
1.349644570558045e-02	1.000000e+00	1.964391e+00	-4.694152e-02	-4.674508e-02	1.964391e-04	-4.694152e-02
1.354527383058045e-02	1.000000e+00	1.964187e+00	4.654865e-02	4.674507e-02	1.964187e-04	4.654865e-02
1.359410195558045e-02	1.000000e+00	1.963983e+00	-4.694147e-02	-4.674507e-02	1.963983e-04	-4.694147e-02
1.364293008058045e-02	1.000000e+00	1.963778e+00	4.654869e-02	4.674506e-02	1.963778e-04	4.654869e-02
1.369175820558045e-02	1.000000e+00	1.963575e+00	-4.694141e-02	-4.674506e-02	1.963574e-04	-4.694141e-02
1.374058633058045e-02	1.000000e+00	1.963371e+00	4.654872e-02	4.674505e-02	1.963371e-04	4.654872e-02
1.378941445558045e-02	1.000000e+00	1.963167e+00	-4.694137e-02	-4.674505e-02	1.963167e-04	-4.694137e-02
1.383824258058045e-02	1.000000e+00	1.962963e+00	4.654875e-02	4.674505e-02	1.962963e-04	4.654875e-02
1.388707070558045e-02	1.000000e+00	1.962759e+00	-4.694132e-02	-4.674504e-02	1.962759e-04	-4.694132e-02
1.393589883058045e-02	1.000000e+00	1.962555e+00	4.654878e-02	4.674504e-02	1.962555e-04	4.654878e-02
1.398472695558045e-02	1.000000e+00	1.962351e+00	-4.694127e-02	-4.674503e-02	1.962351e-04	-4.694127e-02
1.403355508058046e-02	1.000000e+00	1.962147e+00	4.654881e-02	4.674503e-02	1.962147e-04	4.654881e-02
1.408238320558046e-02	1.000000e+00	1.961943e+00	-4.694122e-02	-4.674502e-02	1.961943e-04	-4.694122e-02
1.413121133058046e-02	1.000000e+00	1.961739e+00	4.654884e-02	4.674502e-02	1.961739e-04	4.654884e-02
1.418003945558046e-02	1.000000e+00	1.961536e+00	-4.694117e-02	-4.674501e-02	1.961536e-04	-4.694117e-02
1.422886758058046e-02	1.000000e+00	1.961332e+00	4.654888e-02	4.674501e-02	1.961332e-04	4.654888e-02
1.427769570558046e-02	1.000000e+00	1.961128e+00	-4.694112e-02	-4.674501e-02	1.961128e-04	-4.694112e-02
1.432652383058046e-02	1.000000e+00	1.960924e+00	4.654891e-02	4.674500e-02	1.960924e-04	4.654891e-02
1.437535195558046e-02	1.000000e+00	1.960721e+00	-4.694107e-02	-4.674499e-02	1.960721e-04	-4.694107e-02
1.442418008058046e-02	1.000000e+00	1.960517e+00	4.654894e-02	4.674499e-02	1.960517e-04	4.654894e-02
1.447300820558046e-02	1.000000e+00	1.960313e+00	-4.694102e-02	-4.674499e-02	1.960313e-04	-4.694102e-02
1.452183633058046e-02	1.000000e+00	1.960110e+00	4.654897e-02	4.674498e-02	1.960110e-04	4.654897e-02
1.457066445558046e-02	1.000000e+00	1.959906e+00	-4.694097e-02	-4.674498e-02	1.959906e-04	-4.694097e-02
1.461949258058046e-02	1.000000e+00	1.959702e+00	4.654900e-02	4.674497e-02	1.959702e-04	4.654900e-02
1.466832070558046e-02	1.000000e+00	1.959499e+00	-4.694092e-02	-4.674497e-02	1.959499e-04	-4.694092e-02
1.471714883058046e-02	1.000000e+00	1.959295e+00	4.654904e-02	4.674497e-02	1.959295e-04	4.654904e-02
1.476597695558047e-02	1.000000e+00	1.959092e+00	-4.694087e-02	-4.674496e-02	1.959092e-04	-4.694087e-02
1.481480508058047e-02	1.000000e+00	1.958888e+00	4.654907e-02	4.674496e-02	1.958888e-04	4.654907e-02
1.486363320558047e-02	1.000000e+00	1.958685e+00	-4.694082e-02	-4.674495e-02	1.958685e-04	-4.694082e-02
1.491246133058047e-02	1.000000e+00	1.958481e+00	4.654910e-02	4.674495e-02	1.958481e-04	4.654910e-02
1.496128945558047e-02	1.000000e+00	1.958278e+00	-4.694077e-02	-4.674494e-02	1.958278e-04	-4.694077e-02
1.500000100000000e-02	1.000000e+00	1.958117e+00	4.654913e-02	4.674494e-02	1.958116e-04	4.654913e-02
1.500000200000000e-02	-1.000000e+00	-4.188211e-02	8.311645e-02	8.311225e-02	-4.188211e-06	8.311645e-02
1.500001799999999e-02	-1.000000e+00	-4.188211e-02	-8.307283e-02	-8.308310e-02	-4.188210e-06	-8.307283e-02
1.500002139546859e-02	-1.000000e+00	-4.188211e-02	8.291531e-02	8.291081e-02	-4.188211e-06	8.291531e-02
1.500002466114682e-02	-1.000000e+00	-4.188211e-02	-8.273480e-02	-8.273982e-02	-4.188210e-06	-8.273480e-02
1.500003119250328e-02	-1.000000e+00	-4.188211e-02	8.265725e-02	8.265205e-02	-4.188211e-06	8.265725e-02
1.500004425521620e-02	-1.000000e+00	-4.188210e-02	-8.260594e-02	-8.261060e-02	-4.188210e-06	-8.260594e-02
1.500007038064205e-02	-1.000000e+00	-4.188211e-02	8.259285e-02	8.258841e-02	-4.188211e-06	8.259285e-02
1.500012263149373e-02	-1.000000e+00	-4.188210e-02	-8.257375e-02	-8.257806e-02	-4.188209e-06	-8.257375e-02
1.500022713319710e-02	-1.000000e+00	-4.188209e-02	8.257677e-02	8.257251e-02	-4.188209e-06	8.257677e-02
1.500043613660383e-02	-1.000000e+00	-4.188207e-02	-8.256571e-02	-8.256993e-02	-4.188207e-06	-8.256571e-02
1.500085414341730e-02	-1.000000e+00	-4.188204e-02	8.257274e-02	8.256854e-02	-4.188204e-06	8.257274e-02
1.500169015704424e-02	-1.000000e+00	-4.188196e-02	-8.256370e-02	-8.256789e-02	-4.188196e-06	-8.256370e-02
1.500336218429812e-02	-1.000000e+00	-4.188181e-02	8.257174e-02	8.256754e-02	-4.188181e-06	8.257174e-02
1.500670623880587e-02	-1.000000e+00	-4.188151e-02	-8.256319e-02	-8.256739e-02	-4.188151e-06	-8.256319e-02
1.501339434782139e-02	-1.000000e+00	-4.188092e-02	8.257148e-02	8.256730e-02	-4.188092e-06	8.257148e-02
1.502677056585241e-02	-1.000000e+00	-4.187972e-02	-8.256306e-02	-8.256726e-02	-4.187973e-06	-8.256306e-02
1.505352300191446e-02	-1.000000e+00	-4.187734e-02	8.257142e-02	8.256724e-02	-4.187735e-06	8.257142e-02
1.510235112691447e-02	-1.000000e+00	-4.187299e-02	-8.256304e-02	-8.256722e-02	-4.187299e-06	-8.256304e-02
1.515117925191447e-02	-1.000000e+00	-4.186865e-02	8.257140e-02	8.256721e-02	-4.186864e-06	8.257140e-02
1.520000737691447e-02	-1.000000e+00	-4.186429e-02	-8.256301e-02	-8.256720e-02	-4.186429e-06	-8.256301e-02
1.524883550191447e-02	-1.000000e+00	-4.185995e-02	8.257137e-02	8.256719e-02	-4.185995e-06	8.257137e-02
1.529766362691447e-02	-1.000000e+00	-4.185559e-02	-8.256299e-02	-8.256718e-02	-4.185559e-06	-8.256299e-02
1.534649175191447e-02	-1.000000e+00	-4.185125e-02	8.257135e-02	8.256717e-02	-4.185125e-06	8.257135e-02
1.539531987691447e-02	-1.000000e+00	-4.184690e-02	-8.256297e-02	-8.256716e-02	-4.184690e-06	-8.256297e-02
1.544414800191447e-02	-1.000000e+00	-4.184255e-02	8.257133e-02	8.256714e-02	-4.184255e-06	8.257133e-02
1.549297612691447e-02	-1.000000e+00	-4.183820e-02	-8.256295e-02	-8.256713e-02	-4.183820e-06	-8.256295e-02
1.554180425191447e-02	-1.000000e+00	-4.183386e-02	8.257131e-02	8.256712e-02	-4.183386e-06	8.257131e-02
1.559063237691447e-02	-1.000000e+00	-4.182951e-02	-8.256292e-02	-8.256711e-02	-4.182951e-06	-8.256292e-02
1.563946050191447e-02	-1.000000e+00	-4.182517e-02	8.257128e-02	8.256710e-02	-4.182517e-06	8.257128e-02
1.568828862691447e-02	-1.000000e+00	-4.182082e-02	-8.256290e-02	-8.256709e-02	-4.182082e-06	-8.256290e-02
1.573711675191447e-02	-1.000000e+00	-4.181648e-02	8.257125e-02	8.256707e-02	-4.181648e-06	8.257125e-02
1.578594487691447e-02	-1.000000e+00	-4.181213e-02	-8.256288e-02	-8.256707e-02	-4.181213e-06	-8.256288e-02
1.583477300191448e-02	-1.000000e+00	-4.180779e-02	8.257123e-02	8.256705e-02	-4.180779e-06	8.257123e-02
1.588360112691448e-02	-1.000000e+00	-4.180344e-02	-8.256286e-02	-8.256704e-02	-4.180344e-06	-8.256286e-02
1.593242925191448e-02	-1.000000e+00	-4.179911e-02	8.257121e-02	8.256703e-02	-4.179911e-06	8.257121e-02
1.598125737691448e-02	-1.000000e+00	-4.179476e-02	-8.256283e-02	-8.256701e-02	-4.179476e-06	-8.256283e-02
1.603008550191448e-02	-1.000000e+00	-4.179042e-02	8.257119e-02	8.256701e-02	-4.179042e-06	8.257119e-02
1.607891362691448e-02	-1.000000e+00	-4.178607e-02	-8.256282e-02	-8.256699e-02	-4.178607e-06	-8.256282e-02
1.612774175191448e-02	-1.000000e+00	-4.178174e-02	8.257116e-02	8.256698e-02	-4.178174e-06	8.257116e-02
1.617656987691448e-02	-1.000000e+00	-4.177739e-02	-8.256280e-02	-8.256697e-02	-4.177739e-06	-8.256280e-02
1.622539800191448e-02	-1.000000e+00	-4.177306e-02	8.257113e-02	8.256696e-02	-4.177306e-06	8.257113e-02
1.627422612691448e-02	-1.000000e+00	-4.176871e-02	-8.256277e-02	-8.256695e-02	-4.176871e-06	-8.256277e-02
1.632305425191448e-02	-1.000000e+00	-4.176438e-02	8.257111e-02	8.256694e-02	-4.176438e-06	8.257111e-02
1.637188237691448e-02	-1.000000e+00	-4.176003e-02	-8.256275e-02	-8.256692e-02	-4.176004e-06	-8.256275e-02
1.642071050191448e-02	-1.000000e+00	-4.175570e-02	8.257109e-02	8.256692e-02	-4.175570e-06	8.257109e-02
1.646953862691448e-02	-1.000000e+00	-4.175136e-02	-8.256273e-02	-8.256690e-02	-4.175136e-06	-8.256273e-02
1.651836675191449e-02	-1.000000e+00	-4.174703e-02	8.257107e-02	8.256689e-02	-4.174703e-06	8.257107e-02
1.656719487691449e-02	-1.000000e+00	-4.174269e-02	-8.256271e-02	-8.256688e-02	-4.174268e-06	-8.256271e-02
1.661602300191449e-02	-1.000000e+00	-4.173835e-02	8.257104e-02	8.256686e-02	-4.173835e-06	8.257104e-02
1.666485112691449e-02	-1.000000e+00	-4.173401e-02	-8.256269e-02	-8.256686e-02	-4.173401e-06	-8.256269e-02
1.671367925191449e-02	-1.000000e+00	-4.172968e-02	8.257101e-02	8.256684e-02	-4.172968e-06	8.257101e-02
1.676250737691449e-02	-1.000000e+00	-4.172534e-02	-8.256266e-02	-8.256683e-02	-4.172534e-06	-8.256266e-02
1.681133550191449e-02	-1.000000e+00	-4.172101e-02	8.257099e-02	8.256682e-02	-4.172101e-06	8.257099e-02
1.686016362691449e-02	-1.000000e+00	-4.171667e-02	-8.256264e-02	-8.256681e-02	-4.171667e-06	-8.256264e-02
1.690899175191449e-02	-1.000000e+00	-4.171234e-02	8.257097e-02	8.256680e-02	-4.171235e-06	8.257097e-02
1.695781987691449e-02	-1.000000e+00	-4.170800e-02	-8.256262e-02	-8.256679e-02	-4.170800e-06	-8.256262e-02
1.700664800191449e-02	-1.000000e+00	-4.170368e-02	8.257095e-02	8.256678e-02	-4.170368e-06	8.257095e-02
1.705547612691449e-02	-1.000000e+00	-4.169934e-02	-8.256260e-02	-8.256677e-02	-4.169934e-06	-8.256260e-02
1.710430425191449e-02	-1.000000e+00	-4.169501e-02	8.257093e-02	8.256675e-02	-4.169502e-06	8.257093e-02
1.715313237691449e-02	-1.000000e+00	-4.169068e-02	-8.256257e-02	-8.256675e-02	-4.169068e-06	-8.256257e-02
1.720196050191449e-02	-1.000000e+00	-4.168635e-02	8.257090e-02	8.256673e-02	-4.168635e-06	8.257090e-02
1.725078862691450e-02	-1.000000e+00	-4.168202e-02	-8.256255e-02	-8.256672e-02	-4.168201e-06	-8.256255e-02
1.729961675191450e-02	-1.000000e+00	-4.167769e-02	8.257087e-02	8.256671e-02	-4.167769e-06	8.257087e-02
1.734844487691450e-02	-1.000000e+00	-4.167335e-02	-8.256253e-02	-8.256669e-02	-4.167336e-06	-8.256253e-02
1.739727300191450e-02	-1.000000e+00	-4.166903e-02	8.257085e-02	8.256669e-02	-4.166903e-06	8.257085e-02
1.744610112691450e-02	-1.000000e+00	-4.166470e-02	-8.256251e-02	-8.256667e-02	-4.166470e-06	-8.256251e-02
1.749492925191450e-02	-1.000000e+00	-4.166038e-02	8.257083e-02	8.256666e-02	-4.166037e-06	8.257083e-02
1.754375737691450e-02	-1.000000e+00	-4.165604e-02	-8.256248e-02	-8.256665e-02	-4.165604e-06	-8.256248e-02
1.759258550191450e-02	-1.000000e+00	-4.165172e-02	8.257081e-02	8.256664e-02	-4.165172e-06	8.257081e-02
1.764141362691450e-02	-1.000000e+00	-4.164739e-02	-8.256246e-02	-8.256663e-02	-4.164739e-06	-8.256246e-02
1.769024175191450e-02	-1.000000e+00	-4.164306e-02	8.257078e-02	8.256662e-02	-4.164307e-06	8.257078e-02
1.773906987691450e-02	-1.000000e+00	-4.163873e-02	-8.256244e-02	-8.256660e-02	-4.163873e-06	-8.256244e-02
1.778789800191450e-02	-1.000000e+00	-4.163441e-02	8.257075e-02	8.256660e-02	-4.163441e-06	8.257075e-02
1.783672612691450e-02	-1.000000e+00	-4.163008e-02	-8.256242e-02	-8.256658e-02	-4.163008e-06	-8.256242e-02
1.788555425191450e-02	-1.000000e+00	-4.162576e-02	8.257073e-02	8.256657e-02	-4.162576e-06	8.257073e-02
1.793438237691451e-02	-1.000000e+00	-4.162143e-02	-8.256239e-02	-8.256656e-02	-4.162143e-06	-8.256239e-02
1.798321050191451e-02	-1.000000e+00	-4.161711e-02	8.257071e-02	8.256654e-02	-4.161711e-06	8.257071e-02
1.803203862691451e-02	-1.000000e+00	-4.161279e-02	-8.256237e-02	-8.256654e-02	-4.161278e-06	-8.256237e-02
1.808086675191451e-02	-1.000000e+00	-4.160847e-02	8.257069e-02	8.256652e-02	-4.160847e-06	8.257069e-02
1.812969487691451e-02	-1.000000e+00	-4.160414e-02	-8.256235e-02	-8.256651e-02	-4.160414e-06	-8.256235e-02
1.817852300191451e-02	-1.000000e+00	-4.159983e-02	8.257066e-02	8.256650e-02	-4.159982e-06	8.257066e-02
1.822735112691451e-02	-1.000000e+00	-4.159550e-02	-8.256233e-02	-8.256649e-02	-4.159549e-06	-8.256233e-02
1.827617925191451e-02	-1.000000e+00	-4.159118e-02	8.257063e-02	8.256648e-02	-4.159118e-06	8.257063e-02
1.832500737691451e-02	-1.000000e+00	-4.158685e-02	-8.256231e-02	-8.256647e-02	-4.158685e-06	-8.256231e-02
1.837383550191451e-02	-1.000000e+00	-4.158254e-02	8.257061e-02	8.256646e-02	-4.158254e-06	8.257061e-02
1.842266362691451e-02	-1.000000e+00	-4.157821e-02	-8.256228e-02	-8.256644e-02	-4.157821e-06	-8.256228e-02
1.847149175191451e-02	-1.000000e+00	-4.157390e-02	8.257059e-02	8.256643e-02	-4.157390e-06	8.257059e-02
1.852031987691451e-02	-1.000000e+00	-4.156958e-02	-8.256226e-02	-8.256642e-02	-4.156957e-06	-8.256226e-02
1.856914800191451e-02	-1.000000e+00	-4.156527e-02	8.257057e-02	8.256641e-02	-4.156526e-06	8.257057e-02
1.861797612691451e-02	-1.000000e+00	-4.156094e-02	-8.256224e-02	-8.256640e-02	-4.156094e-06	-8.256224e-02
1.866680425191452e-02	-1.000000e+00	-4.155663e-02	8.257055e-02	8.256639e-02	-4.155663e-06	8.257055e-02
1.871563237691452e-02	-1.000000e+00	-4.155231e-02	-8.256222e-02	-8.256637e-02	-4.155230e-06	-8.256222e-02
1.876446050191452e-02	-1.000000e+00	-4.154800e-02	8.257052e-02	8.256637e-02	-4.154800e-06	8.257052e-02
1.881328862691452e-02	-1.000000e+00	-4.154367e-02	-8.256220e-02	-8.256635e-02	-4.154367e-06	-8.256220e-02
1.886211675191452e-02	-1.000000e+00	-4.153936e-02	8.257049e-02	8.256634e-02	-4.153936e-06	8.257049e-02
1.891094487691452e-02	-1.000000e+00	-4.153504e-02	-8.256218e-02	-8.256633e-02	-4.153504e-06	-8.256218e-02
1.895977300191452e-02	-1.000000e+00	-4.153073e-02	8.257047e-02	8.256632e-02	-4.153073e-06	8.257047e-02
1.900860112691452e-02	-1.000000e+00	-4.152641e-02	-8.256216e-02	-8.256631e-02	-4.152641e-06	-8.256216e-02
1.905742925191452e-02	-1.000000e+00	-4.152210e-02	8.257045e-02	8.256629e-02	-4.152210e-06	8.257045e-02
1.910625737691452e-02	-1.000000e+00	-4.151778e-02	-8.256213e-02	-8.256628e-02	-4.151778e-06	-8.256213e-02
1.915508550191452e-02	-1.000000e+00	-4.151348e-02	8.257043e-02	8.256627e-02	-4.151348e-06	8.257043e-02
1.920391362691452e-02	-1.000000e+00	-4.150916e-02	-8.256211e-02	-8.256626e-02	-4.150916e-06	-8.256211e-02
1.925274175191452e-02	-1.000000e+00	-4.150485e-02	8.257040e-02	8.256625e-02	-4.150485e-06	8.257040e-02
1.930156987691452e-02	-1.000000e+00	-4.150053e-02	-8.256209e-02	-8.256624e-02	-4.150053e-06	-8.256209e-02
1.935039800191453e-02	-1.000000e+00	-4.149623e-02	8.257037e-02	8.256622e-02	-4.149623e-06	8.257037e-02
1.939922612691453e-02	-1.000000e+00	-4.149191e-02	-8.256207e-02	-8.256622e-02	-4.149191e-06	-8.256207e-02
1.944805425191453e-02	-1.000000e+00	-4.148761e-02	8.257035e-02	8.256620e-02	-4.148761e-06	8.257035e-02
1.949688237691453e-02	-1.000000e+00	-4.148329e-02	-8.256204e-02	-8.256619e-02	-4.148329e-06	-8.256204e-02
1.954571050191453e-02	-1.000000e+00	-4.147899e-02	8.257033e-02	8.256618e-02	-4.147899e-06	8.257033e-02
1.959453862691453e-02	-1.000000e+00	-4.147467e-02	-8.256202e-02	-8.256616e-02	-4.147467e-06	-8.256202e-02
1.964336675191453e-02	-1.000000e+00	-4.147037e-02	8.257031e-02	8.256616e-02	-4.147037e-06	8.257031e-02
1.969219487691453e-02	-1.000000e+00	-4.146606e-02	-8.256200e-02	-8.256614e-02	-4.146606e-06	-8.256200e-02
1.974102300191453e-02	-1.000000e+00	-4.146175e-02	8.257028e-02	8.256613e-02	-4.146175e-06	8.257028e-02
1.978985112691453e-02	-1.000000e+00	-4.145744e-02	-8.256198e-02	-8.256612e-02	-4.145744e-06	-8.256198e-02
1.983867925191453e-02	-1.000000e+00	-4.145314e-02	8.257025e-02	8.256611e-02	-4.145314e-06	8.257025e-02
1.988750737691453e-02	-1.000000e+00	-4.144883e-02	-8.256195e-02	-8.256610e-02	-4.144883e-06	-8.256195e-02
1.993633550191453e-02	-1.000000e+00	-4.144453e-02	8.257023e-02	8.256609e-02	-4.144453e-06	8.257023e-02
1.998516362691453e-02	-1.000000e+00	-4.144021e-02	-8.256193e-02	-8.256608e-02	-4.144022e-06	-8.256193e-02
2.000000000000000e-02	-1.000000e+00	-4.143891e-02	8.257018e-02	8.256604e-02	-4.143892e-06	8.257018e-02
2.000000100000000e-02	1.000000e+00	1.958560e+00	-2.120072e-01	-2.118113e-01	1.958560e-04	-2.120072e-01
2.000001699999999e-02	1.000000e+00	1.958560e+00	2.115538e-01	2.117497e-01	1.958560e-04	2.115538e-01
2.000002279666732e-02	1.000000e+00	1.958560e+00	-2.117754e-01	-2.115798e-01	1.958560e-04	-2.117754e-01
2.000002832243360e-02	1.000000e+00	1.958560e+00	2.112053e-01	2.114005e-01	1.958560e-04	2.112053e-01
2.000003937396617e-02	1.000000e+00	1.958560e+00	-2.115079e-01	-2.113129e-01	1.958560e-04	-2.115079e-01
2.000006147703132e-02	1.000000e+00	1.958559e+00	2.110717e-01	2.112671e-01	1.958559e-04	2.110717e-01
2.000010568316160e-02	1.000000e+00	1.958559e+00	-2.114411e-01	-2.112455e-01	1.958559e-04	-2.114411e-01
2.000019409542216e-02	1.000000e+00	1.958559e+00	2.110383e-01	2.112340e-01	1.958559e-04	2.110383e-01
2.000037091994328e-02	1.000000e+00	1.958558e+00	-2.114244e-01	-2.112286e-01	1.958558e-04	-2.114244e-01
2.000072456898553e-02	1.000000e+00	1.958557e+00	2.110299e-01	2.112258e-01	1.958557e-04	2.110299e-01
2.000143186707002e-02	1.000000e+00	1.958554e+00	-2.114203e-01	-2.112244e-01	1.958554e-04	-2.114203e-01
2.000284646323900e-02	1.000000e+00	1.958548e+00	2.110278e-01	2.112237e-01	1.958548e-04	2.110278e-01
2.000567565557696e-02	1.000000e+00	1.958536e+00	-2.114192e-01	-2.112234e-01	1.958536e-04	-2.114192e-01
2.001133404025289e-02	1.000000e+00	1.958512e+00	2.110273e-01	2.112232e-01	1.958512e-04	2.110273e-01
2.002265080960475e-02	1.000000e+00	1.958465e+00	-2.114189e-01	-2.112231e-01	1.958465e-04	-2.114189e-01
2.004528434830846e-02	1.000000e+00	1.958371e+00	2.110272e-01	2.112231e-01	1.958371e-04	2.110272e-01
2.009055142571589e-02	1.000000e+00	1.958182e+00	-2.114189e-01	-2.112230e-01	1.958182e-04	-2.114189e-01
2.013937955071589e-02	1.000000e+00	1.957979e+00	2.110272e-01	2.112230e-01	1.957979e-04	2.110272e-01
