time	V(vi)	V(vo)	V(n003)	I(D1)	I(D2)	I(R1)	I(VI)
2.683985421538868e-02	-6.864032e+00	-5.566201e+00	-6.944011e-01	-1.297831e-03	1.297831e-03	1.297831e-03	1.297832e-03
2.686915109038868e-02	-6.918502e+00	-5.573707e+00	-6.958582e-01	-1.344795e-03	1.344795e-03	1.344795e-03	1.344796e-03
2.689844796538868e-02	-6.970628e+00	-5.580630e+00	-6.972065e-01	-1.389998e-03	1.389998e-03	1.389998e-03	1.389999e-03
2.692774484038868e-02	-7.020392e+00	-5.587005e+00	-6.984542e-01	-1.433387e-03	1.433387e-03	1.433387e-03	1.433388e-03
2.695704171538868e-02	-7.067777e+00	-5.592863e+00	-6.996085e-01	-1.474914e-03	1.474914e-03	1.474914e-03	1.474915e-03
2.698633859038868e-02	-7.112768e+00	-5.598236e+00	-7.006756e-01	-1.514532e-03	1.514532e-03	1.514532e-03	1.514533e-03
2.701563546538868e-02	-7.155348e+00	-5.603150e+00	-7.016611e-01	-1.552197e-03	1.552197e-03	1.552197e-03	1.552198e-03
2.704493234038868e-02	-7.195504e+00	-5.607635e+00	-7.025695e-01	-1.587869e-03	1.587869e-03	1.587869e-03	1.587870e-03
2.707422921538868e-02	-7.233222e+00	-5.611713e+00	-7.034051e-01	-1.621508e-03	1.621508e-03	1.621508e-03	1.621509e-03
2.710352609038869e-02	-7.268488e+00	-5.615410e+00	-7.041716e-01	-1.653078e-03	1.653078e-03	1.653078e-03	1.653078e-03
2.713282296538869e-02	-7.301292e+00	-5.618749e+00	-7.048722e-01	-1.682543e-03	1.682543e-03	1.682543e-03	1.682544e-03
2.716211984038869e-02	-7.331622e+00	-5.621750e+00	-7.055096e-01	-1.709872e-03	1.709872e-03	1.709872e-03	1.709872e-03
2.719141671538869e-02	-7.359468e+00	-5.624434e+00	-7.060864e-01	-1.735034e-03	1.735034e-03	1.735034e-03	1.735034e-03
2.722071359038869e-02	-7.384820e+00	-5.626819e+00	-7.066047e-01	-1.758001e-03	1.758001e-03	1.758001e-03	1.758002e-03
2.725001046538869e-02	-7.407670e+00	-5.628921e+00	-7.070664e-01	-1.778750e-03	1.778750e-03	1.778750e-03	1.778750e-03
2.727930734038869e-02	-7.428010e+00	-5.630754e+00	-7.074731e-01	-1.797257e-03	1.797257e-03	1.797257e-03	1.797257e-03
2.730860421538869e-02	-7.445833e+00	-5.632331e+00	-7.078263e-01	-1.813503e-03	1.813503e-03	1.813503e-03	1.813503e-03
2.733790109038869e-02	-7.461133e+00	-5.633664e+00	-7.081270e-01	-1.827470e-03	1.827470e-03	1.827470e-03	1.827470e-03
2.736719796538870e-02	-7.473906e+00	-5.634761e+00	-7.083764e-01	-1.839145e-03	1.839145e-03	1.839145e-03	1.839145e-03
2.739649484038870e-02	-7.484145e+00	-5.635631e+00	-7.085753e-01	-1.848514e-03	1.848514e-03	1.848514e-03	1.848514e-03
2.742579171538870e-02	-7.491849e+00	-5.636281e+00	-7.087243e-01	-1.855568e-03	1.855568e-03	1.855568e-03	1.855569e-03
2.745508859038870e-02	-7.497014e+00	-5.636713e+00	-7.088239e-01	-1.860301e-03	1.860301e-03	1.860301e-03	1.860301e-03
2.748438546538870e-02	-7.499639e+00	-5.636932e+00	-7.088745e-01	-1.862707e-03	1.862707e-03	1.862707e-03	1.862707e-03
2.751368234038870e-02	-7.499723e+00	-5.636939e+00	-7.088761e-01	-1.862784e-03	1.862784e-03	1.862784e-03	1.862784e-03
2.754297921538870e-02	-7.497265e+00	-5.636734e+00	-7.088288e-01	-1.860531e-03	1.860531e-03	1.860531e-03	1.860532e-03
2.757227609038870e-02	-7.492268e+00	-5.636316e+00	-7.087324e-01	-1.855952e-03	1.855952e-03	1.855952e-03	1.855952e-03
2.760157296538870e-02	-7.484731e+00	-5.635681e+00	-7.085868e-01	-1.849050e-03	1.849050e-03	1.849050e-03	1.849051e-03
2.763086984038871e-02	-7.474659e+00	-5.634826e+00	-7.083912e-01	-1.839833e-03	1.839833e-03	1.839833e-03	1.839833e-03
2.766016671538871e-02	-7.462054e+00	-5.633743e+00	-7.081451e-01	-1.828310e-03	1.828310e-03	1.828310e-03	1.828311e-03
2.768946359038871e-02	-7.446920e+00	-5.632427e+00	-7.078478e-01	-1.814494e-03	1.814494e-03	1.814494e-03	1.814494e-03
2.771876046538871e-02	-7.429263e+00	-5.630866e+00	-7.074981e-01	-1.798398e-03	1.798398e-03	1.798398e-03	1.798398e-03
2.774805734038871e-02	-7.409089e+00	-5.629050e+00	-7.070950e-01	-1.780039e-03	1.780039e-03	1.780039e-03	1.780039e-03
2.777735421538871e-02	-7.386405e+00	-5.626967e+00	-7.066371e-01	-1.759437e-03	1.759437e-03	1.759437e-03	1.759438e-03
2.780665109038871e-02	-7.361217e+00	-5.624602e+00	-7.061226e-01	-1.736615e-03	1.736615e-03	1.736615e-03	1.736616e-03
2.783594796538871e-02	-7.333535e+00	-5.621938e+00	-7.055498e-01	-1.711597e-03	1.711597e-03	1.711597e-03	1.711598e-03
2.786524484038871e-02	-7.303369e+00	-5.618958e+00	-7.049164e-01	-1.684410e-03	1.684410e-03	1.684410e-03	1.684411e-03
2.789454171538872e-02	-7.270728e+00	-5.615643e+00	-7.042201e-01	-1.655085e-03	1.655085e-03	1.655085e-03	1.655085e-03
2.792383859038872e-02	-7.235623e+00	-5.611970e+00	-7.034581e-01	-1.623653e-03	1.623653e-03	1.623653e-03	1.623653e-03
2.795313546538872e-02	-7.198066e+00	-5.607918e+00	-7.026271e-01	-1.590149e-03	1.590149e-03	1.590149e-03	1.590149e-03
2.798243234038872e-02	-7.158071e+00	-5.603462e+00	-7.017236e-01	-1.554609e-03	1.554609e-03	1.554609e-03	1.554610e-03
2.801172921538872e-02	-7.115650e+00	-5.598576e+00	-7.007435e-01	-1.517074e-03	1.517074e-03	1.517074e-03	1.517075e-03
2.804102609038872e-02	-7.070818e+00	-5.593235e+00	-6.996819e-01	-1.477583e-03	1.477583e-03	1.477583e-03	1.477584e-03
2.807032296538872e-02	-7.023591e+00	-5.587410e+00	-6.985337e-01	-1.436181e-03	1.436181e-03	1.436181e-03	1.436181e-03
2.809961984038872e-02	-6.973983e+00	-5.581071e+00	-6.972923e-01	-1.392912e-03	1.392912e-03	1.392912e-03	1.392913e-03
2.812891671538872e-02	-6.922012e+00	-5.574186e+00	-6.959510e-01	-1.347827e-03	1.347827e-03	1.347827e-03	1.347827e-03
2.815821359038873e-02	-6.867696e+00	-5.566720e+00	-6.945015e-01	-1.300977e-03	1.300977e-03	1.300977e-03	1.300978e-03
2.818751046538873e-02	-6.811053e+00	-5.558633e+00	-6.929344e-01	-1.252420e-03	1.252420e-03	1.252420e-03	1.252421e-03
2.821680734038873e-02	-6.752102e+00	-5.549882e+00	-6.912389e-01	-1.202220e-03	1.202220e-03	1.202220e-03	1.202221e-03
2.824610421538873e-02	-6.690864e+00	-5.540418e+00	-6.894026e-01	-1.150446e-03	1.150446e-03	1.150446e-03	1.150447e-03
2.827540109038873e-02	-6.627357e+00	-5.530180e+00	-6.874108e-01	-1.097177e-03	1.097177e-03	1.097177e-03	1.097179e-03
2.830469796538873e-02	-6.561606e+00	-5.519103e+00	-6.852468e-01	-1.042503e-03	1.042503e-03	1.042503e-03	1.042505e-03
2.833399484038873e-02	-6.493631e+00	-5.507105e+00	-6.828906e-01	-9.865258e-04	9.865258e-04	9.865258e-04	9.865274e-04
2.836329171538873e-02	-6.423456e+00	-5.494095e+00	-6.803191e-01	-9.293612e-04	9.293612e-04	9.293612e-04	9.293632e-04
2.839258859038873e-02	-6.351105e+00	-5.479960e+00	-6.775047e-01	-8.711442e-04	8.711442e-04	8.711442e-04	8.711466e-04
2.842188546538874e-02	-6.276601e+00	-5.464571e+00	-6.744146e-01	-8.120305e-04	8.120305e-04	8.120305e-04	8.120335e-04
2.845118234038874e-02	-6.199971e+00	-5.447770e+00	-6.710099e-01	-7.522014e-04	7.522014e-04	7.522014e-04	7.522050e-04
2.848047921538874e-02	-6.121240e+00	-5.429371e+00	-6.672435e-01	-6.918688e-04	6.918688e-04	6.918688e-04	6.918735e-04
2.850977609038874e-02	-6.040435e+00	-5.409152e+00	-6.630589e-01	-6.312824e-04	6.312824e-04	6.312824e-04	6.312883e-04
2.853907296538874e-02	-5.957583e+00	-5.386846e+00	-6.583875e-01	-5.707365e-04	5.707365e-04	5.707365e-04	5.707440e-04
2.856836984038874e-02	-5.872712e+00	-5.362132e+00	-6.531460e-01	-5.105801e-04	5.105801e-04	5.105801e-04	5.105897e-04
2.859766671538874e-02	-5.785852e+00	-5.334624e+00	-6.472338e-01	-4.512277e-04	4.512277e-04	4.512277e-04	4.512400e-04
2.862696359038874e-02	-5.697031e+00	-5.303861e+00	-6.405290e-01	-3.931699e-04	3.931699e-04	3.931699e-04	3.931859e-04
2.865626046538874e-02	-5.606280e+00	-5.269295e+00	-6.328865e-01	-3.369846e-04	3.369846e-04	3.369846e-04	3.370050e-04
2.868555734038875e-02	-5.513629e+00	-5.230288e+00	-6.241357e-01	-2.833414e-04	2.833414e-04	2.833414e-04	2.833670e-04
2.871485421538875e-02	-5.419110e+00	-5.186114e+00	-6.140841e-01	-2.329954e-04	2.329954e-04	2.329954e-04	2.330267e-04
2.874415109038875e-02	-5.322754e+00	-5.135996e+00	-6.025252e-01	-1.867585e-04	1.867585e-04	1.867585e-04	1.867951e-04
2.877344796538875e-02	-5.224596e+00	-5.079161e+00	-5.892577e-01	-1.454351e-04	1.454351e-04	1.454351e-04	1.454752e-04
2.880274484038875e-02	-5.124667e+00	-5.014952e+00	-5.741159e-01	-1.097147e-04	1.097147e-04	1.097147e-04	1.097547e-04
2.883204171538875e-02	-5.023001e+00	-4.942970e+00	-5.570086e-01	-8.003093e-05	8.003093e-05	8.003093e-05	8.006625e-05
2.886133859038875e-02	-4.919634e+00	-4.863204e+00	-5.379509e-01	-5.642960e-05	5.642960e-05	5.642960e-05	5.645651e-05
2.889063546538875e-02	-4.814599e+00	-4.776085e+00	-5.170751e-01	-3.851409e-05	3.851409e-05	3.851409e-05	3.853151e-05
2.891993234038875e-02	-4.707933e+00	-4.682418e+00	-4.946044e-01	-2.551510e-05	2.551510e-05	2.551510e-05	2.552472e-05
2.894922921538876e-02	-4.599672e+00	-4.583211e+00	-4.708042e-01	-1.646141e-05	1.646141e-05	1.646141e-05	1.646603e-05
2.897852609038876e-02	-4.489853e+00	-4.479482e+00	-4.459247e-01	-1.037110e-05	1.037110e-05	1.037110e-05	1.037310e-05
2.900782296538876e-02	-4.378512e+00	-4.372124e+00	-4.201667e-01	-6.387917e-06	6.387917e-06	6.387917e-06	6.388734e-06
2.903711984038876e-02	-4.265687e+00	-4.261847e+00	-3.936535e-01	-3.839883e-06	3.839883e-06	3.839883e-06	3.840215e-06
2.906641671538876e-02	-4.151418e+00	-4.149180e+00	-3.664286e-01	-2.237705e-06	2.237705e-06	2.237705e-06	2.237845e-06
2.909571359038876e-02	-4.035741e+00	-4.034497e+00	-3.384454e-01	-1.243760e-06	1.243760e-06	1.243760e-06	1.243829e-06
2.912501046538876e-02	-3.918697e+00	-3.918063e+00	-3.095757e-01	-6.336744e-07	6.336744e-07	6.336744e-07	6.337163e-07
2.915430734038876e-02	-3.800325e+00	-3.800063e+00	-2.795992e-01	-2.626408e-07	2.626408e-07	2.626408e-07	2.626750e-07
2.918360421538876e-02	-3.680666e+00	-3.680627e+00	-2.482396e-01	-3.868065e-08	3.868065e-08	3.868065e-08	3.871221e-08
2.921290109038877e-02	-3.559759e+00	-3.559855e+00	-2.152067e-01	9.545426e-08	-9.545426e-08	-9.545426e-08	-9.542607e-08
2.924219796538877e-02	-3.437647e+00	-3.437822e+00	-1.802585e-01	1.753976e-07	-1.753976e-07	-1.753976e-07	-1.753750e-07
2.927149484038877e-02	-3.314369e+00	-3.314592e+00	-1.432515e-01	2.228077e-07	-2.228077e-07	-2.228077e-07	-2.227915e-07
2.930079171538877e-02	-3.189969e+00	-3.190220e+00	-1.041594e-01	2.510785e-07	-2.510785e-07	-2.510785e-07	-2.510677e-07
2.933008859038877e-02	-3.064487e+00	-3.064755e+00	-6.305594e-02	2.680494e-07	-2.680494e-07	-2.680494e-07	-2.680423e-07
2.935938546538877e-02	-2.937967e+00	-2.938246e+00	-2.007562e-02	2.785652e-07	-2.785652e-07	-2.785652e-07	-2.785604e-07
2.938868234038877e-02	-2.810452e+00	-2.810737e+00	2.462736e-02	2.852401e-07	-2.852401e-07	-2.852401e-07	-2.852367e-07
2.941797921538877e-02	-2.681984e+00	-2.682274e+00	7.090762e-02	2.897775e-07	-2.897775e-07	-2.897775e-07	-2.897751e-07
2.944727609038877e-02	-2.552608e+00	-2.552901e+00	1.186430e-01	2.929506e-07	-2.929506e-07	-2.929506e-07	-2.929487e-07
2.947657296538878e-02	-2.422367e+00	-2.422662e+00	1.677374e-01	2.953984e-07	-2.953984e-07	-2.953984e-07	-2.953968e-07
2.950586984038878e-02	-2.291305e+00	-2.291602e+00	2.181178e-01	2.972924e-07	-2.972924e-07	-2.972924e-07	-2.972911e-07
2.953516671538878e-02	-2.159466e+00	-2.159765e+00	2.697295e-01	2.989275e-07	-2.989275e-07	-2.989275e-07	-2.989263e-07
2.956446359038878e-02	-2.026896e+00	-2.027196e+00	3.225305e-01	3.002829e-07	-3.002829e-07	-3.002829e-07	-3.002819e-07
2.959376046538878e-02	-1.893639e+00	-1.893941e+00	3.764878e-01	3.015396e-07	-3.015396e-07	-3.015396e-07	-3.015387e-07
2.962305734038878e-02	-1.759741e+00	-1.760043e+00	4.315744e-01	3.026143e-07	-3.026143e-07	-3.026143e-07	-3.026135e-07
2.965235421538878e-02	-1.625246e+00	-1.625549e+00	4.877667e-01	3.036475e-07	-3.036475e-07	-3.036475e-07	-3.036467e-07
2.968165109038878e-02	-1.490200e+00	-1.490505e+00	5.450433e-01	3.045350e-07	-3.045350e-07	-3.045350e-07	-3.045344e-07
2.971094796538878e-02	-1.354650e+00	-1.354955e+00	6.033844e-01	3.054015e-07	-3.054015e-07	-3.054015e-07	-3.054010e-07
2.974024484038879e-02	-1.218640e+00	-1.218946e+00	6.627704e-01	3.061367e-07	-3.061367e-07	-3.061367e-07	-3.061362e-07
2.976954171538879e-02	-1.082218e+00	-1.082525e+00	7.231820e-01	3.068581e-07	-3.068581e-07	-3.068581e-07	-3.068576e-07
2.979883859038879e-02	-9.454288e-01	-9.457363e-01	7.846002e-01	3.074541e-07	-3.074541e-07	-3.074541e-07	-3.074537e-07
2.982813546538879e-02	-8.083194e-01	-8.086275e-01	8.470054e-01	3.080382e-07	-3.080382e-07	-3.080382e-07	-3.080379e-07
2.985743234038879e-02	-6.709362e-01	-6.712446e-01	9.103779e-01	3.084999e-07	-3.084999e-07	-3.084999e-07	-3.084997e-07
2.988672921538879e-02	-5.333255e-01	-5.336344e-01	9.746977e-01	3.089500e-07	-3.089500e-07	-3.089500e-07	-3.089498e-07
2.991602609038879e-02	-3.955342e-01	-3.958434e-01	1.039944e+00	3.092794e-07	-3.092794e-07	-3.092794e-07	-3.092792e-07
2.994532296538879e-02	-2.576088e-01	-2.579184e-01	1.106097e+00	3.095967e-07	-3.095967e-07	-3.095967e-07	-3.095965e-07
2.997461984038879e-02	-1.195961e-01	-1.199059e-01	1.173134e+00	3.097946e-07	-3.097946e-07	-3.097946e-07	-3.097945e-07
3.000000000000000e-02	-5.510911e-15	-3.099595e-04	1.231907e+00	3.099595e-07	-3.099595e-07	-3.099595e-07	-3.099595e-07
