time	V(vi)	V(vo)	V(n003)	I(D1)	I(D2)	I(R1)	I(VI)
2.100977609038845e-02	4.445576e+00	4.436511e+00	4.000402e+00	9.065764e-06	-9.065764e-06	-9.065764e-06	-9.066393e-06
2.103907296538846e-02	4.556008e+00	4.541812e+00	4.080682e+00	1.419562e-05	-1.419562e-05	-1.419562e-05	-1.419702e-05
2.106836984038846e-02	4.664896e+00	4.642975e+00	4.157700e+00	2.192052e-05	-2.192052e-05	-2.192052e-05	-2.192380e-05
2.109766671538846e-02	4.772202e+00	4.739019e+00	4.230767e+00	3.318354e-05	-3.318354e-05	-3.318354e-05	-3.319083e-05
2.112696359038846e-02	4.877893e+00	4.828912e+00	4.299139e+00	4.898090e-05	-4.898090e-05	-4.898090e-05	-4.899566e-05
2.115626046538846e-02	4.981930e+00	4.911744e+00	4.362169e+00	7.018667e-05	-7.018667e-05	-7.018667e-05	-7.021282e-05
2.118555734038846e-02	5.084280e+00	4.986915e+00	4.419438e+00	9.736473e-05	-9.736473e-05	-9.736473e-05	-9.740426e-05
2.121485421538846e-02	5.184906e+00	5.054254e+00	4.470846e+00	1.306518e-04	-1.306518e-04	-1.306518e-04	-1.307027e-04
2.124415109038846e-02	5.283776e+00	5.114013e+00	4.516594e+00	1.697625e-04	-1.697625e-04	-1.697625e-04	-1.698189e-04
2.127344796538846e-02	5.380855e+00	5.166760e+00	4.557115e+00	2.140945e-04	-2.140945e-04	-2.140945e-04	-2.141499e-04
2.130274484038847e-02	5.476111e+00	5.213237e+00	4.592958e+00	2.628735e-04	-2.628735e-04	-2.628735e-04	-2.629230e-04
2.133204171538847e-02	5.569511e+00	5.254234e+00	4.624705e+00	3.152778e-04	-3.152778e-04	-3.152778e-04	-3.153192e-04
2.136133859038847e-02	5.661025e+00	5.290503e+00	4.652910e+00	3.705219e-04	-3.705219e-04	-3.705219e-04	-3.705549e-04
2.139063546538847e-02	5.750620e+00	5.322722e+00	4.678067e+00	4.278982e-04	-4.278982e-04	-4.278982e-04	-4.279239e-04
2.141993234038847e-02	5.838267e+00	5.351476e+00	4.700608e+00	4.867911e-04	-4.867911e-04	-4.867911e-04	-4.868108e-04
2.144922921538847e-02	5.923936e+00	5.377260e+00	4.720895e+00	5.466754e-04	-5.466754e-04	-5.466754e-04	-5.466905e-04
2.147852609038847e-02	6.007597e+00	5.400490e+00	4.739236e+00	6.071072e-04	-6.071072e-04	-6.071072e-04	-6.071188e-04
2.150782296538847e-02	6.089223e+00	5.421510e+00	4.755887e+00	6.677125e-04	-6.677125e-04	-6.677125e-04	-6.677214e-04
2.153711984038847e-02	6.168785e+00	5.440609e+00	4.771059e+00	7.281760e-04	-7.281760e-04	-7.281760e-04	-7.281830e-04
2.156641671538848e-02	6.246257e+00	5.458026e+00	4.784933e+00	7.882314e-04	-7.882314e-04	-7.882314e-04	-7.882367e-04
2.159571359038848e-02	6.321613e+00	5.473961e+00	4.797657e+00	8.476522e-04	-8.476522e-04	-8.476522e-04	-8.476565e-04
2.162501046538848e-02	6.394827e+00	5.488581e+00	4.809357e+00	9.062457e-04	-9.062457e-04	-9.062457e-04	-9.062491e-04
2.165430734038848e-02	6.465874e+00	5.502028e+00	4.820138e+00	9.638463e-04	-9.638463e-04	-9.638463e-04	-9.638491e-04
2.168360421538848e-02	6.534730e+00	5.514419e+00	4.830090e+00	1.020312e-03	-1.020312e-03	-1.020312e-03	-1.020314e-03
2.171290109038848e-02	6.601372e+00	5.525854e+00	4.839287e+00	1.075518e-03	-1.075518e-03	-1.075518e-03	-1.075520e-03
2.174219796538848e-02	6.665777e+00	5.536419e+00	4.847793e+00	1.129358e-03	-1.129358e-03	-1.129358e-03	-1.129360e-03
2.177149484038848e-02	6.727924e+00	5.546185e+00	4.855663e+00	1.181738e-03	-1.181738e-03	-1.181738e-03	-1.181740e-03
2.180079171538848e-02	6.787791e+00	5.555215e+00	4.862943e+00	1.232575e-03	-1.232575e-03	-1.232575e-03	-1.232576e-03
2.183008859038849e-02	6.845357e+00	5.563562e+00	4.869672e+00	1.281795e-03	-1.281795e-03	-1.281795e-03	-1.281796e-03
2.185938546538849e-02	6.900605e+00	5.571272e+00	4.875886e+00	1.329333e-03	-1.329333e-03	-1.329333e-03	-1.329334e-03
2.188868234038849e-02	6.953514e+00	5.578385e+00	4.881617e+00	1.375129e-03	-1.375129e-03	-1.375129e-03	-1.375130e-03
2.191797921538849e-02	7.004067e+00	5.584939e+00	4.886889e+00	1.419129e-03	-1.419129e-03	-1.419129e-03	-1.419130e-03
2.194727609038849e-02	7.052248e+00	5.590966e+00	4.891732e+00	1.461282e-03	-1.461282e-03	-1.461282e-03	-1.461282e-03
2.197657296538849e-02	7.098038e+00	5.596497e+00	4.896168e+00	1.501541e-03	-1.501541e-03	-1.501541e-03	-1.501541e-03
2.200586984038849e-02	7.141423e+00	5.601562e+00	4.900220e+00	1.539862e-03	-1.539862e-03	-1.539862e-03	-1.539862e-03
2.203516671538849e-02	7.182389e+00	5.606186e+00	4.903911e+00	1.576202e-03	-1.576202e-03	-1.576202e-03	-1.576203e-03
2.206446359038849e-02	7.220921e+00	5.610397e+00	4.907263e+00	1.610523e-03	-1.610523e-03	-1.610523e-03	-1.610524e-03
2.209376046538850e-02	7.257006e+00	5.614219e+00	4.910295e+00	1.642787e-03	-1.642787e-03	-1.642787e-03	-1.642787e-03
2.212305734038850e-02	7.290632e+00	5.617675e+00	4.913029e+00	1.672957e-03	-1.672957e-03	-1.672957e-03	-1.672958e-03
2.215235421538850e-02	7.321788e+00	5.620786e+00	4.915482e+00	1.701002e-03	-1.701002e-03	-1.701002e-03	-1.701002e-03
2.218165109038850e-02	7.350463e+00	5.623574e+00	4.917673e+00	1.726889e-03	-1.726889e-03	-1.726889e-03	-1.726889e-03
2.221094796538850e-02	7.376647e+00	5.626057e+00	4.919618e+00	1.750591e-03	-1.750591e-03	-1.750591e-03	-1.750591e-03
2.224024484038850e-02	7.400332e+00	5.628251e+00	4.921332e+00	1.772082e-03	-1.772082e-03	-1.772082e-03	-1.772082e-03
2.226954171538850e-02	7.421510e+00	5.630171e+00	4.922828e+00	1.791338e-03	-1.791338e-03	-1.791338e-03	-1.791339e-03
2.229883859038850e-02	7.440172e+00	5.631833e+00	4.924118e+00	1.808340e-03	-1.808340e-03	-1.808340e-03	-1.808340e-03
2.232813546538850e-02	7.456314e+00	5.633246e+00	4.925213e+00	1.823068e-03	-1.823068e-03	-1.823068e-03	-1.823069e-03
2.235743234038851e-02	7.469929e+00	5.634421e+00	4.926122e+00	1.835509e-03	-1.835509e-03	-1.835509e-03	-1.835509e-03
2.238672921538851e-02	7.481014e+00	5.635366e+00	4.926851e+00	1.845647e-03	-1.845647e-03	-1.845647e-03	-1.845648e-03
2.241602609038851e-02	7.489563e+00	5.636088e+00	4.927408e+00	1.853475e-03	-1.853475e-03	-1.853475e-03	-1.853475e-03
2.244532296538851e-02	7.495574e+00	5.636592e+00	4.927796e+00	1.858982e-03	-1.858982e-03	-1.858982e-03	-1.858982e-03
2.247461984038851e-02	7.499046e+00	5.636882e+00	4.928020e+00	1.862164e-03	-1.862164e-03	-1.862164e-03	-1.862164e-03
2.250391671538851e-02	7.499977e+00	5.636960e+00	4.928079e+00	1.863017e-03	-1.863017e-03	-1.863017e-03	-1.863017e-03
2.253321359038851e-02	7.498367e+00	5.636826e+00	4.927976e+00	1.861541e-03	-1.861541e-03	-1.861541e-03	-1.861541e-03
2.256251046538851e-02	7.494216e+00	5.636479e+00	4.927709e+00	1.857737e-03	-1.857737e-03	-1.857737e-03	-1.857737e-03
2.259180734038851e-02	7.487525e+00	5.635917e+00	4.927276e+00	1.851609e-03	-1.851609e-03	-1.851609e-03	-1.851609e-03
2.262110421538852e-02	7.478298e+00	5.635136e+00	4.926674e+00	1.843162e-03	-1.843162e-03	-1.843162e-03	-1.843163e-03
2.265040109038852e-02	7.466537e+00	5.634130e+00	4.925897e+00	1.832407e-03	-1.832407e-03	-1.832407e-03	-1.832407e-03
2.267969796538852e-02	7.452245e+00	5.632892e+00	4.924940e+00	1.819353e-03	-1.819353e-03	-1.819353e-03	-1.819354e-03
2.270899484038852e-02	7.435429e+00	5.631414e+00	4.923793e+00	1.804015e-03	-1.804015e-03	-1.804015e-03	-1.804015e-03
2.273829171538852e-02	7.416093e+00	5.629684e+00	4.922449e+00	1.786409e-03	-1.786409e-03	-1.786409e-03	-1.786409e-03
2.276758859038852e-02	7.394245e+00	5.627692e+00	4.920896e+00	1.766552e-03	-1.766552e-03	-1.766552e-03	-1.766553e-03
2.279688546538852e-02	7.369890e+00	5.625422e+00	4.919122e+00	1.744468e-03	-1.744468e-03	-1.744468e-03	-1.744468e-03
2.282618234038852e-02	7.343039e+00	5.622860e+00	4.917113e+00	1.720179e-03	-1.720179e-03	-1.720179e-03	-1.720179e-03
2.285547921538852e-02	7.313700e+00	5.619988e+00	4.914854e+00	1.693712e-03	-1.693712e-03	-1.693712e-03	-1.693712e-03
2.288477609038853e-02	7.281882e+00	5.616786e+00	4.912327e+00	1.665096e-03	-1.665096e-03	-1.665096e-03	-1.665096e-03
2.291407296538853e-02	7.247598e+00	5.613235e+00	4.909516e+00	1.634362e-03	-1.634362e-03	-1.634362e-03	-1.634363e-03
2.294336984038853e-02	7.210857e+00	5.609312e+00	4.906400e+00	1.601545e-03	-1.601545e-03	-1.601545e-03	-1.601545e-03
2.297266671538853e-02	7.171673e+00	5.604993e+00	4.902960e+00	1.566680e-03	-1.566680e-03	-1.566680e-03	-1.566680e-03
2.300196359038853e-02	7.130059e+00	5.600254e+00	4.899175e+00	1.529805e-03	-1.529805e-03	-1.529805e-03	-1.529806e-03
2.303126046538853e-02	7.086029e+00	5.595068e+00	4.895023e+00	1.490961e-03	-1.490961e-03	-1.490961e-03	-1.490962e-03
2.306055734038853e-02	7.039598e+00	5.589407e+00	4.890481e+00	1.450191e-03	-1.450191e-03	-1.450191e-03	-1.450192e-03
2.308985421538853e-02	6.990782e+00	5.583243e+00	4.885526e+00	1.407539e-03	-1.407539e-03	-1.407539e-03	-1.407540e-03
2.311915109038853e-02	6.939597e+00	5.576543e+00	4.880134e+00	1.363054e-03	-1.363054e-03	-1.363054e-03	-1.363055e-03
2.314844796538854e-02	6.886061e+00	5.569275e+00	4.874278e+00	1.316786e-03	-1.316786e-03	-1.316786e-03	-1.316787e-03
2.317774484038854e-02	6.830192e+00	5.561400e+00	4.867929e+00	1.268792e-03	-1.268792e-03	-1.268792e-03	-1.268793e-03
2.320704171538854e-02	6.772008e+00	5.552876e+00	4.861057e+00	1.219132e-03	-1.219132e-03	-1.219132e-03	-1.219133e-03
2.323633859038854e-02	6.711529e+00	5.543655e+00	4.853624e+00	1.167874e-03	-1.167874e-03	-1.167874e-03	-1.167875e-03
2.326563546538854e-02	6.648777e+00	5.533682e+00	4.845590e+00	1.115094e-03	-1.115094e-03	-1.115094e-03	-1.115096e-03
2.329493234038854e-02	6.583771e+00	5.522893e+00	4.836905e+00	1.060878e-03	-1.060878e-03	-1.060878e-03	-1.060880e-03
2.332422921538854e-02	6.516535e+00	5.511212e+00	4.827514e+00	1.005323e-03	-1.005323e-03	-1.005323e-03	-1.005325e-03
2.335352609038854e-02	6.447091e+00	5.498551e+00	4.817349e+00	9.485401e-04	-9.485401e-04	-9.485401e-04	-9.485419e-04
2.338282296538854e-02	6.375462e+00	5.484805e+00	4.806333e+00	8.906577e-04	-8.906577e-04	-8.906577e-04	-8.906600e-04
2.341211984038855e-02	6.301673e+00	5.469849e+00	4.794372e+00	8.318241e-04	-8.318241e-04	-8.318241e-04	-8.318269e-04
2.344141671538855e-02	6.225749e+00	5.453537e+00	4.781355e+00	7.722115e-04	-7.722115e-04	-7.722115e-04	-7.722149e-04
2.347071359038855e-02	6.147715e+00	5.435694e+00	4.767152e+00	7.120211e-04	-7.120211e-04	-7.120211e-04	-7.120254e-04
2.350001046538855e-02	6.067598e+00	5.416110e+00	4.751606e+00	6.514890e-04	-6.514890e-04	-6.514890e-04	-6.514944e-04
2.352930734038855e-02	5.985426e+00	5.394532e+00	4.734529e+00	5.908937e-04	-5.908937e-04	-5.908937e-04	-5.909005e-04
2.355860421538855e-02	5.901225e+00	5.370660e+00	4.715698e+00	5.305649e-04	-5.305649e-04	-5.305649e-04	-5.305737e-04
2.358790109038855e-02	5.815024e+00	5.344131e+00	4.694845e+00	4.708939e-04	-4.708939e-04	-4.708939e-04	-4.709053e-04
2.361719796538855e-02	5.726854e+00	5.314509e+00	4.671649e+00	4.123449e-04	-4.123449e-04	-4.123449e-04	-4.123595e-04
2.364649484038855e-02	5.636743e+00	5.281277e+00	4.645729e+00	3.554656e-04	-3.554656e-04	-3.554656e-04	-3.554843e-04
2.367579171538856e-02	5.544722e+00	5.243827e+00	4.616640e+00	3.008950e-04	-3.008950e-04	-3.008950e-04	-3.009187e-04
2.370508859038856e-02	5.450822e+00	5.201460e+00	4.583869e+00	2.493616e-04	-2.493616e-04	-2.493616e-04	-2.493910e-04
2.373438546538856e-02	5.355075e+00	5.153411e+00	4.546853e+00	2.016634e-04	-2.016634e-04	-2.016634e-04	-2.016984e-04
2.376368234038856e-02	5.257514e+00	5.098897e+00	4.505015e+00	1.586172e-04	-1.586172e-04	-1.586172e-04	-1.586565e-04
2.379297921538856e-02	5.158171e+00	5.037206e+00	4.457827e+00	1.209653e-04	-1.209653e-04	-1.209653e-04	-1.210058e-04
2.382227609038856e-02	5.057080e+00	4.967837e+00	4.404907e+00	8.924290e-05	-8.924290e-05	-8.924290e-05	-8.928029e-05
2.385157296538856e-02	4.954277e+00	4.890640e+00	4.346126e+00	6.363646e-05	-6.363646e-05	-6.363646e-05	-6.366645e-05
2.388086984038856e-02	4.849794e+00	4.805898e+00	4.281675e+00	4.389559e-05	-4.389559e-05	-4.389559e-05	-4.391610e-05
2.391016671538856e-02	4.743668e+00	4.714308e+00	4.212052e+00	2.935983e-05	-2.935983e-05	-2.935983e-05	-2.937175e-05
2.393946359038857e-02	4.635934e+00	4.616831e+00	4.137962e+00	1.910318e-05	-1.910318e-05	-1.910318e-05	-1.910915e-05
2.396876046538857e-02	4.526630e+00	4.514502e+00	4.060178e+00	1.212834e-05	-1.212834e-05	-1.212834e-05	-1.213100e-05
2.399805734038857e-02	4.415792e+00	4.408265e+00	3.979424e+00	7.526964e-06	-7.526964e-06	-7.526964e-06	-7.528069e-06
2.402735421538857e-02	4.303458e+00	4.298895e+00	3.896324e+00	4.563451e-06	-4.563451e-06	-4.563451e-06	-4.563898e-06
2.405665109038857e-02	4.189666e+00	4.186975e+00	3.811391e+00	2.690202e-06	-2.690202e-06	-2.690202e-06	-2.690387e-06
2.408594796538857e-02	4.074454e+00	4.072931e+00	3.725068e+00	1.523281e-06	-1.523281e-06	-1.523281e-06	-1.523366e-06
2.411524484038857e-02	3.957861e+00	3.957057e+00	3.637747e+00	8.046229e-07	-8.046229e-07	-8.046229e-07	-8.046704e-07
2.414454171538857e-02	3.839928e+00	3.839561e+00	3.549831e+00	3.663049e-07	-3.663049e-07	-3.663049e-07	-3.663407e-07
2.417383859038857e-02	3.720693e+00	3.720592e+00	3.461727e+00	1.010641e-07	-1.010641e-07	-1.010641e-07	-1.010964e-07
2.420313546538858e-02	3.600198e+00	3.600256e+00	3.373836e+00	-5.816702e-08	5.816702e-08	5.816702e-08	5.813745e-08
2.423243234038858e-02	3.478482e+00	3.478636e+00	3.286504e+00	-1.532303e-07	1.532303e-07	1.532303e-07	1.532057e-07
2.426172921538858e-02	3.355588e+00	3.355798e+00	3.199978e+00	-2.096476e-07	2.096476e-07	2.096476e-07	2.096293e-07
2.429102609038858e-02	3.231558e+00	3.231801e+00	3.114382e+00	-2.432260e-07	2.432260e-07	2.432260e-07	2.432135e-07
2.432032296538858e-02	3.106432e+00	3.106695e+00	3.029722e+00	-2.632875e-07	2.632875e-07	2.632875e-07	2.632794e-07
2.434961984038858e-02	2.980253e+00	2.980529e+00	2.945927e+00	-2.755965e-07	2.755965e-07	2.755965e-07	2.755911e-07
2.437891671538858e-02	2.853065e+00	2.853348e+00	2.862893e+00	-2.833084e-07	2.833084e-07	2.833084e-07	2.833046e-07
2.440821359038858e-02	2.724910e+00	2.725199e+00	2.780512e+00	-2.884555e-07	2.884555e-07	2.884555e-07	2.884527e-07
2.443751046538858e-02	2.595832e+00	2.596124e+00	2.698700e+00	-2.919888e-07	2.919888e-07	2.919888e-07	2.919867e-07
2.446680734038859e-02	2.465874e+00	2.466168e+00	2.617395e+00	-2.946597e-07	2.946597e-07	2.946597e-07	2.946580e-07
2.449610421538859e-02	2.335080e+00	2.335377e+00	2.536562e+00	-2.966922e-07	2.966922e-07	2.966922e-07	2.966908e-07
2.452540109038859e-02	2.203496e+00	2.203794e+00	2.456186e+00	-2.984217e-07	2.984217e-07	2.984217e-07	2.984205e-07
2.455469796538859e-02	2.071165e+00	2.071465e+00	2.376265e+00	-2.998401e-07	2.998401e-07	2.998401e-07	2.998391e-07
2.458399484038859e-02	1.938132e+00	1.938433e+00	2.296808e+00	-3.011465e-07	3.011465e-07	3.011465e-07	3.011456e-07
2.461329171538859e-02	1.804442e+00	1.804744e+00	2.217832e+00	-3.022574e-07	3.022574e-07	3.022574e-07	3.022566e-07
2.464258859038859e-02	1.670141e+00	1.670444e+00	2.139359e+00	-3.033239e-07	3.033239e-07	3.033239e-07	3.033232e-07
2.467188546538859e-02	1.535274e+00	1.535578e+00	2.061410e+00	-3.042377e-07	3.042377e-07	3.042377e-07	3.042371e-07
2.470118234038859e-02	1.399886e+00	1.400192e+00	1.984012e+00	-3.051315e-07	3.051315e-07	3.051315e-07	3.051309e-07
2.473047921538860e-02	1.264025e+00	1.264331e+00	1.907191e+00	-3.058893e-07	3.058893e-07	3.058893e-07	3.058888e-07
2.475977609038860e-02	1.127735e+00	1.128042e+00	1.830974e+00	-3.066356e-07	3.066356e-07	3.066356e-07	3.066351e-07
2.478907296538860e-02	9.910631e-01	9.913704e-01	1.755387e+00	-3.072528e-07	3.072528e-07	3.072528e-07	3.072524e-07
2.481836984038860e-02	8.540553e-01	8.543631e-01	1.680458e+00	-3.078610e-07	3.078610e-07	3.078610e-07	3.078607e-07
2.484766671538860e-02	7.167581e-01	7.170665e-01	1.606214e+00	-3.083435e-07	3.083435e-07	3.083435e-07	3.083432e-07
2.487696359038860e-02	5.792181e-01	5.795269e-01	1.532681e+00	-3.088172e-07	3.088172e-07	3.088172e-07	3.088170e-07
2.490626046538860e-02	4.414818e-01	4.417910e-01	1.459885e+00	-3.091672e-07	3.091672e-07	3.091672e-07	3.091670e-07
2.493555734038860e-02	3.035959e-01	3.039054e-01	1.387852e+00	-3.095079e-07	3.095079e-07	3.095079e-07	3.095078e-07
2.496485421538860e-02	1.656072e-01	1.659169e-01	1.316608e+00	-3.097263e-07	3.097263e-07	3.097263e-07	3.097262e-07
2.499415109038861e-02	2.756228e-02	2.787221e-02	1.246179e+00	-3.099348e-07	3.099348e-07	3.099348e-07	3.099347e-07
2.502344796538861e-02	-1.104919e-01	-1.101819e-01	1.176588e+00	-3.100222e-07	3.100222e-07	3.100222e-07	3.100222e-07
2.505274484038861e-02	-2.485087e-01	-2.481986e-01	1.107860e+00	-3.100990e-07	3.100990e-07	3.100990e-07	3.100990e-07
2.508204171538861e-02	-3.864413e-01	-3.861312e-01	1.040020e+00	-3.100561e-07	3.100561e-07	3.100561e-07	3.100562e-07
2.511133859038861e-02	-5.242429e-01	-5.239329e-01	9.730898e-01	-3.100021e-07	3.100021e-07	3.100021e-07	3.100022e-07
2.514063546538861e-02	-6.618669e-01	-6.615571e-01	9.070936e-01	-3.098299e-07	3.098299e-07	3.098299e-07	3.098302e-07
2.516993234038861e-02	-7.992666e-01	-7.989570e-01	8.420536e-01	-3.096466e-07	3.096466e-07	3.096466e-07	3.096469e-07
2.519922921538861e-02	-9.363955e-01	-9.360862e-01	7.779918e-01	-3.093472e-07	3.093472e-07	3.093472e-07	3.093475e-07
2.522852609038861e-02	-1.073207e+00	-1.072898e+00	7.149296e-01	-3.090372e-07	3.090372e-07	3.090372e-07	3.090376e-07
2.525782296538862e-02	-1.209655e+00	-1.209347e+00	6.528881e-01	-3.086145e-07	3.086145e-07	3.086145e-07	3.086149e-07
2.528711984038862e-02	-1.345693e+00	-1.345385e+00	5.918873e-01	-3.081836e-07	3.081836e-07	3.081836e-07	3.081842e-07
2.531641671538862e-02	-1.481275e+00	-1.480968e+00	5.319466e-01	-3.076461e-07	3.076461e-07	3.076461e-07	3.076467e-07
2.534571359038862e-02	-1.616356e+00	-1.616049e+00	4.730845e-01	-3.071074e-07	3.071074e-07	3.071074e-07	3.071081e-07
2.537501046538862e-02	-1.750888e+00	-1.750582e+00	4.153179e-01	-3.064752e-07	3.064752e-07	3.064752e-07	3.064759e-07
2.540430734038862e-02	-1.884827e+00	-1.884522e+00	3.586621e-01	-3.058603e-07	3.058603e-07	3.058603e-07	3.058611e-07
2.543360421538862e-02	-2.018128e+00	-2.017823e+00	3.031298e-01	-3.051836e-07	3.051836e-07	3.051836e-07	3.051845e-07
2.546290109038862e-02	-2.150745e+00	-2.150440e+00	2.487305e-01	-3.045737e-07	3.045737e-07	3.045737e-07	3.045747e-07
2.549219796538862e-02	-2.282633e+00	-2.282329e+00	1.954685e-01	-3.039862e-07	3.039862e-07	3.039862e-07	3.039873e-07
2.552149484038863e-02	-2.413748e+00	-2.413444e+00	1.433427e-01	-3.036054e-07	3.036054e-07	3.036054e-07	3.036065e-07
2.555079171538863e-02	-2.544044e+00	-2.543741e+00	9.234522e-02	-3.034917e-07	3.034917e-07	3.034917e-07	3.034930e-07
2.558008859038863e-02	-2.673479e+00	-2.673175e+00	4.246503e-02	-3.040177e-07	3.040177e-07	3.040177e-07	3.040191e-07
2.560938546538863e-02	-2.802008e+00	-2.801702e+00	-6.299123e-03	-3.056043e-07	3.056043e-07	3.056043e-07	3.056059e-07
2.563868234038863e-02	-2.929587e+00	-2.929278e+00	-5.390107e-02	-3.093117e-07	3.093117e-07	3.093117e-07	3.093139e-07
2.566797921538863e-02	-3.056174e+00	-3.055857e+00	-1.001568e-01	-3.168906e-07	3.168906e-07	3.168906e-07	3.168949e-07
2.569727609038863e-02	-3.181726e+00	-3.181394e+00	-1.445609e-01	-3.318664e-07	3.318664e-07	3.318664e-07	3.318792e-07
2.572657296538863e-02	-3.306199e+00	-3.305839e+00	-1.860213e-01	-3.600595e-07	3.600595e-07	3.600595e-07	3.601163e-07
2.575586984038863e-02	-3.429552e+00	-3.429142e+00	-2.227751e-01	-4.100828e-07	4.100828e-07	4.100828e-07	4.103348e-07
2.578516671538864e-02	-3.551743e+00	-3.551250e+00	-2.530390e-01	-4.927483e-07	4.927483e-07	4.927483e-07	4.927484e-07
2.581446359038864e-02	-3.672730e+00	-3.672108e+00	-2.768597e-01	-6.217718e-07	6.217718e-07	6.217718e-07	6.217722e-07
2.584376046538864e-02	-3.792473e+00	-3.791645e+00	-2.972110e-01	-8.279764e-07	8.279764e-07	8.279764e-07	8.283973e-07
2.587305734038864e-02	-3.910931e+00	-3.909758e+00	-3.180785e-01	-1.172720e-06	1.172720e-06	1.172720e-06	1.172770e-06
2.590235421538864e-02	-4.028063e+00	-4.026315e+00	-3.416350e-01	-1.748265e-06	1.748265e-06	1.748265e-06	1.749056e-06
2.593165109038864e-02	-4.143831e+00	-4.141133e+00	-3.671679e-01	-2.698179e-06	2.698179e-06	2.698179e-06	2.698986e-06
2.596094796538864e-02	-4.258195e+00	-4.253958e+00	-3.931700e-01	-4.237366e-06	4.237366e-06	4.237366e-06	4.237695e-06
2.599024484038864e-02	-4.371116e+00	-4.364424e+00	-4.190646e-01	-6.692168e-06	6.692168e-06	6.692168e-06	6.692566e-06
2.601954171538864e-02	-4.482556e+00	-4.472016e+00	-4.445301e-01	-1.053968e-05	1.053968e-05	1.053968e-05	1.054049e-05
2.604883859038865e-02	-4.592477e+00	-4.576039e+00	-4.692902e-01	-1.643829e-05	1.643829e-05	1.643829e-05	1.644015e-05
2.607813546538865e-02	-4.700842e+00	-4.675610e+00	-4.930781e-01	-2.523218e-05	2.523218e-05	2.523218e-05	2.523648e-05
2.610743234038865e-02	-4.807614e+00	-4.769716e+00	-5.156018e-01	-3.789792e-05	3.789792e-05	3.789792e-05	3.790726e-05
2.613672921538865e-02	-4.912757e+00	-4.857345e+00	-5.365756e-01	-5.541273e-05	5.541273e-05	5.541273e-05	5.543089e-05
2.616602609038865e-02	-5.016236e+00	-4.937669e+00	-5.557590e-01	-7.856641e-05	7.856641e-05	7.856641e-05	7.859696e-05
2.619532296538865e-02	-5.118015e+00	-5.010227e+00	-5.730058e-01	-1.077878e-04	1.077878e-04	1.077878e-04	1.078315e-04
2.622461984038865e-02	-5.218060e+00	-5.074993e+00	-5.882868e-01	-1.430662e-04	1.430662e-04	1.430662e-04	1.431197e-04
2.625391671538865e-02	-5.316336e+00	-5.132340e+00	-6.016837e-01	-1.839957e-04	1.839957e-04	1.839957e-04	1.840525e-04
2.628321359038865e-02	-5.412811e+00	-5.182910e+00	-6.133567e-01	-2.299007e-04	2.299007e-04	2.299007e-04	2.299545e-04
2.631251046538866e-02	-5.507452e+00	-5.227473e+00	-6.235059e-01	-2.799789e-04	2.799789e-04	2.799789e-04	2.800258e-04
2.634180734038866e-02	-5.600227e+00	-5.266814e+00	-6.323388e-01	-3.334138e-04	3.334138e-04	3.334138e-04	3.334523e-04
2.637110421538866e-02	-5.691105e+00	-5.301662e+00	-6.400505e-01	-3.894428e-04	3.894428e-04	3.894428e-04	3.894732e-04
2.640040109038866e-02	-5.780054e+00	-5.332665e+00	-6.468132e-01	-4.473884e-04	4.473884e-04	4.473884e-04	4.474119e-04
2.642969796538866e-02	-5.867044e+00	-5.360379e+00	-6.527743e-01	-5.066658e-04	5.066658e-04	5.066658e-04	5.066839e-04
2.645899484038866e-02	-5.952047e+00	-5.385269e+00	-6.580571e-01	-5.667783e-04	5.667783e-04	5.667783e-04	5.667921e-04
2.648829171538866e-02	-6.035033e+00	-5.407727e+00	-6.627638e-01	-6.273064e-04	6.273064e-04	6.273064e-04	6.273169e-04
2.651758859038866e-02	-6.115974e+00	-5.428077e+00	-6.669786e-01	-6.878969e-04	6.878969e-04	6.878969e-04	6.879050e-04
2.654688546538866e-02	-6.194843e+00	-5.446591e+00	-6.707710e-01	-7.482518e-04	7.482518e-04	7.482518e-04	7.482581e-04
2.657618234038867e-02	-6.271613e+00	-5.463493e+00	-6.741983e-01	-8.081190e-04	8.081190e-04	8.081190e-04	8.081239e-04
2.660547921538867e-02	-6.346257e+00	-5.478973e+00	-6.773080e-01	-8.672840e-04	8.672840e-04	8.672840e-04	8.672880e-04
2.663477609038867e-02	-6.418751e+00	-5.493187e+00	-6.801397e-01	-9.255637e-04	9.255637e-04	9.255637e-04	9.255669e-04
2.666407296538867e-02	-6.489070e+00	-5.506270e+00	-6.827266e-01	-9.828007e-04	9.828007e-04	9.828007e-04	9.828033e-04
2.669336984038867e-02	-6.557191e+00	-5.518332e+00	-6.850963e-01	-1.038859e-03	1.038859e-03	1.038859e-03	1.038861e-03
2.672266671538867e-02	-6.623090e+00	-5.529469e+00	-6.872725e-01	-1.093622e-03	1.093622e-03	1.093622e-03	1.093623e-03
2.675196359038867e-02	-6.686745e+00	-5.539760e+00	-6.892751e-01	-1.146985e-03	1.146985e-03	1.146985e-03	1.146986e-03
2.678126046538867e-02	-6.748134e+00	-5.549274e+00	-6.911214e-01	-1.198859e-03	1.198859e-03	1.198859e-03	1.198861e-03
2.681055734038867e-02	-6.807236e+00	-5.558071e+00	-6.928259e-01	-1.249165e-03	1.249165e-03	1.249165e-03	1.249166e-03
