Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
17:36:46.899960,2,0.0,-2.814933e-08
17:36:48.358498,2,0.25,0.0001894791
17:36:50.212806,2,0.5,0.0002289503
17:36:51.308106,2,0.75,0.0002341672
17:36:52.397828,2,1.0,0.0002363082
17:36:53.491648,2,1.25,0.0002377341
17:36:54.586975,2,1.5,0.0002387804
17:36:55.678107,2,1.75,0.000239704
17:36:56.771142,2,2.0,0.0002404817
17:36:57.863180,2,2.25,0.0002411551
17:36:58.958339,2,2.5,0.0002417888
17:37:00.052586,2,2.75,0.0002423876
17:37:01.146920,2,3.0,0.0002429415
17:37:02.242693,2,3.25,0.000243423
17:37:03.338494,2,3.5,0.0002439643
