Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
17:27:08.922042,2.5,0.0,-1.914666e-08
17:27:10.378727,2.5,0.25,0.0003770076
17:27:12.232122,2.5,0.5,0.00057726
17:27:13.325332,2.5,0.75,0.0006426892
17:27:14.416611,2.5,1.0,0.000659199
17:27:15.504154,2.5,1.25,0.000666158
17:27:16.593042,2.5,1.5,0.0006705422
17:27:17.681702,2.5,1.75,0.0006738762
17:27:18.773617,2.5,2.0,0.0006764761
17:27:19.866594,2.5,2.25,0.000678751
17:27:20.957871,2.5,2.5,0.0006807862
17:27:22.051003,2.5,2.75,0.0006825929
17:27:23.143409,2.5,3.0,0.0006841894
17:27:24.230829,2.5,3.25,0.00068579
17:27:25.328863,2.5,3.5,0.0006872527
