time	V(vds)	V(vgs)	V(vo)	Id(M1)
1.197806933668545e-03	1.154071e+01	4.708860e-03	-1.384293e-03	9.691268e-04
1.202689746168545e-03	1.154070e+01	4.755748e-03	-1.397961e-03	9.691321e-04
1.207572558668545e-03	1.154068e+01	4.798161e-03	-1.410490e-03	9.691368e-04
1.212455371168545e-03	1.154067e+01	4.836054e-03	-1.421512e-03	9.691410e-04
1.217338183668545e-03	1.154066e+01	4.869397e-03	-1.431373e-03	9.691447e-04
1.222220996168545e-03	1.154066e+01	4.898152e-03	-1.439707e-03	9.691479e-04
1.227103808668544e-03	1.154065e+01	4.922299e-03	-1.446863e-03	9.691506e-04
1.231986621168544e-03	1.154064e+01	4.941809e-03	-1.452477e-03	9.691528e-04
1.236869433668544e-03	1.154064e+01	4.956669e-03	-1.456900e-03	9.691545e-04
1.241752246168544e-03	1.154064e+01	4.966859e-03	-1.459773e-03	9.691556e-04
1.246635058668544e-03	1.154063e+01	4.972376e-03	-1.461449e-03	9.691562e-04
1.251517871168544e-03	1.154063e+01	4.973209e-03	-1.461569e-03	9.691563e-04
1.256400683668544e-03	1.154064e+01	4.969363e-03	-1.460491e-03	9.691559e-04
1.261283496168544e-03	1.154064e+01	4.960835e-03	-1.457858e-03	9.691549e-04
1.266166308668544e-03	1.154064e+01	4.947639e-03	-1.454029e-03	9.691534e-04
1.271049121168544e-03	1.154065e+01	4.929782e-03	-1.448653e-03	9.691514e-04
1.275931933668543e-03	1.154065e+01	4.907288e-03	-1.442089e-03	9.691489e-04
1.280814746168543e-03	1.154066e+01	4.880169e-03	-1.433989e-03	9.691458e-04
1.285697558668543e-03	1.154067e+01	4.848460e-03	-1.424716e-03	9.691423e-04
1.290580371168543e-03	1.154068e+01	4.812182e-03	-1.413922e-03	9.691382e-04
1.295463183668543e-03	1.154069e+01	4.771377e-03	-1.401974e-03	9.691336e-04
1.300345996168543e-03	1.154071e+01	4.726076e-03	-1.388527e-03	9.691286e-04
1.305228808668543e-03	1.154072e+01	4.676330e-03	-1.373949e-03	9.691230e-04
1.310111621168543e-03	1.154074e+01	4.622177e-03	-1.357899e-03	9.691169e-04
1.314994433668543e-03	1.154075e+01	4.563676e-03	-1.340747e-03	9.691104e-04
1.319877246168542e-03	1.154077e+01	4.500874e-03	-1.322154e-03	9.691033e-04
1.324760058668542e-03	1.154079e+01	4.433839e-03	-1.302493e-03	9.690959e-04
1.329642871168542e-03	1.154081e+01	4.362625e-03	-1.281427e-03	9.690879e-04
1.334525683668542e-03	1.154084e+01	4.287307e-03	-1.259331e-03	9.690794e-04
1.339408496168542e-03	1.154086e+01	4.207949e-03	-1.235870e-03	9.690705e-04
1.344291308668542e-03	1.154088e+01	4.124633e-03	-1.211422e-03	9.690613e-04
1.349174121168542e-03	1.154091e+01	4.037430e-03	-1.185655e-03	9.690514e-04
1.354056933668542e-03	1.154094e+01	3.946428e-03	-1.158949e-03	9.690413e-04
1.358939746168542e-03	1.154096e+01	3.851708e-03	-1.130972e-03	9.690307e-04
1.363822558668542e-03	1.154099e+01	3.753364e-03	-1.102107e-03	9.690197e-04
1.368705371168541e-03	1.154102e+01	3.651483e-03	-1.072025e-03	9.690083e-04
1.373588183668541e-03	1.154105e+01	3.546166e-03	-1.041110e-03	9.689966e-04
1.378470996168541e-03	1.154109e+01	3.437508e-03	-1.009037e-03	9.689843e-04
1.383353808668541e-03	1.154112e+01	3.325616e-03	-9.761897e-04	9.689719e-04
1.388236621168541e-03	1.154115e+01	3.210589e-03	-9.422446e-04	9.689589e-04
1.393119433668541e-03	1.154119e+01	3.092542e-03	-9.075889e-04	9.689458e-04
1.398002246168541e-03	1.154122e+01	2.971579e-03	-8.718995e-04	9.689322e-04
1.402885058668541e-03	1.154126e+01	2.847822e-03	-8.355660e-04	9.689184e-04
1.407767871168541e-03	1.154130e+01	2.721379e-03	-7.982665e-04	9.689042e-04
1.412650683668541e-03	1.154134e+01	2.592377e-03	-7.603921e-04	9.688899e-04
1.417533496168540e-03	1.154137e+01	2.460930e-03	-7.216225e-04	9.688751e-04
1.422416308668540e-03	1.154141e+01	2.327169e-03	-6.823502e-04	9.688602e-04
1.427299121168540e-03	1.154145e+01	2.191213e-03	-6.422562e-04	9.688450e-04
1.432181933668540e-03	1.154149e+01	2.053196e-03	-6.017339e-04	9.688296e-04
