time	V(vds)	V(vgs)	V(vo)	Id(M1)
1.036673437574791e-03	1.405428e+01	1.136239e-03	-1.167468e-04	1.117886e-03
1.041556250074790e-03	1.405426e+01	1.284270e-03	-1.319648e-04	1.117906e-03
1.046439062574790e-03	1.405425e+01	1.431089e-03	-1.470366e-04	1.117925e-03
1.051321875074790e-03	1.405423e+01	1.576561e-03	-1.619907e-04	1.117944e-03
1.056204687574790e-03	1.405422e+01	1.720546e-03	-1.767703e-04	1.117963e-03
1.061087500074790e-03	1.405420e+01	1.862912e-03	-1.914041e-04	1.117982e-03
1.065970312574790e-03	1.405419e+01	2.003521e-03	-2.058358e-04	1.118001e-03
1.070853125074790e-03	1.405417e+01	2.142245e-03	-2.200944e-04	1.118019e-03
1.075735937574790e-03	1.405416e+01	2.278950e-03	-2.341238e-04	1.118037e-03
1.080618750074790e-03	1.405415e+01	2.413509e-03	-2.479535e-04	1.118055e-03
1.085501562574789e-03	1.405413e+01	2.545794e-03	-2.615278e-04	1.118072e-03
1.090384375074789e-03	1.405412e+01	2.675683e-03	-2.748766e-04	1.118089e-03
1.095267187574789e-03	1.405411e+01	2.803050e-03	-2.879447e-04	1.118106e-03
1.100150000074789e-03	1.405409e+01	2.927780e-03	-3.007625e-04	1.118122e-03
1.105032812574789e-03	1.405408e+01	3.049751e-03	-3.132751e-04	1.118138e-03
1.109915625074789e-03	1.405407e+01	3.168851e-03	-3.255135e-04	1.118154e-03
1.114798437574789e-03	1.405406e+01	3.284966e-03	-3.374237e-04	1.118169e-03
1.119681250074789e-03	1.405405e+01	3.397989e-03	-3.490368e-04	1.118184e-03
1.124564062574789e-03	1.405403e+01	3.507811e-03	-3.602995e-04	1.118199e-03
1.129446875074789e-03	1.405402e+01	3.614331e-03	-3.712437e-04	1.118213e-03
1.134329687574788e-03	1.405401e+01	3.717447e-03	-3.818166e-04	1.118226e-03
1.139212500074788e-03	1.405400e+01	3.817064e-03	-3.920507e-04	1.118239e-03
1.144095312574788e-03	1.405399e+01	3.913085e-03	-4.018940e-04	1.118252e-03
1.148978125074788e-03	1.405398e+01	4.005423e-03	-4.113795e-04	1.118264e-03
1.153860937574788e-03	1.405397e+01	4.093989e-03	-4.204560e-04	1.118276e-03
1.158743750074788e-03	1.405397e+01	4.178701e-03	-4.291573e-04	1.118287e-03
1.163626562574788e-03	1.405396e+01	4.259477e-03	-4.374328e-04	1.118298e-03
1.168509375074788e-03	1.405395e+01	4.336245e-03	-4.453172e-04	1.118308e-03
1.173392187574788e-03	1.405394e+01	4.408928e-03	-4.527607e-04	1.118317e-03
1.178275000074788e-03	1.405394e+01	4.477462e-03	-4.597986e-04	1.118326e-03
1.183157812574787e-03	1.405393e+01	4.541778e-03	-4.663818e-04	1.118335e-03
1.188040625074787e-03	1.405392e+01	4.601820e-03	-4.725468e-04	1.118343e-03
1.192923437574787e-03	1.405392e+01	4.657528e-03	-4.782450e-04	1.118350e-03
1.197806250074787e-03	1.405391e+01	4.708852e-03	-4.835138e-04	1.118357e-03
1.202689062574787e-03	1.405391e+01	4.755742e-03	-4.883057e-04	1.118363e-03
1.207571875074787e-03	1.405390e+01	4.798155e-03	-4.926585e-04	1.118368e-03
1.212454687574787e-03	1.405390e+01	4.836049e-03	-4.965258e-04	1.118373e-03
1.217337500074787e-03	1.405389e+01	4.869392e-03	-4.999465e-04	1.118378e-03
1.222220312574787e-03	1.405389e+01	4.898149e-03	-5.028747e-04	1.118382e-03
1.227103125074786e-03	1.405389e+01	4.922296e-03	-5.053501e-04	1.118385e-03
1.231985937574786e-03	1.405389e+01	4.941807e-03	-5.073281e-04	1.118387e-03
1.236868750074786e-03	1.405389e+01	4.956667e-03	-5.088493e-04	1.118389e-03
1.241751562574786e-03	1.405388e+01	4.966858e-03	-5.098697e-04	1.118391e-03
1.246634375074786e-03	1.405388e+01	4.972375e-03	-5.104308e-04	1.118391e-03
1.251517187574786e-03	1.405388e+01	4.973209e-03	-5.104896e-04	1.118391e-03
1.256400000074786e-03	1.405388e+01	4.969363e-03	-5.100886e-04	1.118391e-03
1.261282812574786e-03	1.405389e+01	4.960836e-03	-5.091857e-04	1.118390e-03
1.266165625074786e-03	1.405389e+01	4.947641e-03	-5.078241e-04	1.118388e-03
1.271048437574786e-03	1.405389e+01	4.929786e-03	-5.059627e-04	1.118386e-03
1.275931250074785e-03	1.405389e+01	4.907290e-03	-5.036457e-04	1.118383e-03
1.280814062574785e-03	1.405389e+01	4.880174e-03	-5.008328e-04	1.118379e-03
1.285696875074785e-03	1.405390e+01	4.848464e-03	-4.975692e-04	1.118375e-03
1.290579687574785e-03	1.405390e+01	4.812188e-03	-4.938154e-04	1.118370e-03
1.295462500074785e-03	1.405390e+01	4.771383e-03	-4.896174e-04	1.118365e-03
1.300345312574785e-03	1.405391e+01	4.726084e-03	-4.849368e-04	1.118359e-03
1.305228125074785e-03	1.405392e+01	4.676337e-03	-4.798204e-04	1.118352e-03
1.310110937574785e-03	1.405392e+01	4.622185e-03	-4.742304e-04	1.118345e-03
1.314993750074785e-03	1.405393e+01	4.563684e-03	-4.682148e-04	1.118337e-03
1.319876562574784e-03	1.405393e+01	4.500884e-03	-4.617366e-04	1.118329e-03
1.324759375074784e-03	1.405394e+01	4.433847e-03	-4.548444e-04	1.118320e-03
1.329642187574784e-03	1.405395e+01	4.362636e-03	-4.475023e-04	1.118311e-03
1.334525000074784e-03	1.405396e+01	4.287317e-03	-4.397596e-04	1.118301e-03
1.339407812574784e-03	1.405396e+01	4.207961e-03	-4.315811e-04	1.118290e-03
1.344290625074784e-03	1.405397e+01	4.124644e-03	-4.230170e-04	1.118279e-03
1.349173437574784e-03	1.405398e+01	4.037443e-03	-4.140329e-04	1.118268e-03
1.354056250074784e-03	1.405399e+01	3.946441e-03	-4.046796e-04	1.118256e-03
1.358939062574784e-03	1.405400e+01	3.851722e-03	-3.949237e-04	1.118243e-03
1.363821875074784e-03	1.405401e+01	3.753377e-03	-3.848166e-04	1.118230e-03
1.368704687574783e-03	1.405402e+01	3.651498e-03	-3.743254e-04	1.118217e-03
1.373587500074783e-03	1.405403e+01	3.546181e-03	-3.635025e-04	1.118203e-03
