time	V(vo)	V(Vgs)	Ig
6.848737500149480e-03	2.592224e-03	-4.048707e-03	8.306315e-04
6.868268750149479e-03	2.345749e-03	-3.664058e-03	8.307473e-04
6.887800000149479e-03	2.064066e-03	-3.224323e-03	8.308796e-04
6.907331250149478e-03	1.751402e-03	-2.736116e-03	8.310265e-04
6.926862500149478e-03	1.412451e-03	-2.206780e-03	8.311857e-04
6.956159375149477e-03	8.659575e-04	-1.353215e-03	8.314425e-04
6.985456250149477e-03	2.902885e-04	-4.539821e-04	8.317130e-04
6.995221875149477e-03	9.343352e-05	-1.464648e-04	8.318056e-04
7.004987500149476e-03	-1.019429e-04	1.587512e-04	8.318974e-04
7.014753125149476e-03	-2.958408e-04	4.616659e-04	8.319885e-04
7.024518750149476e-03	-4.882601e-04	7.622794e-04	8.320789e-04
7.034284375149476e-03	-6.792008e-04	1.060592e-03	8.321687e-04
7.044050000149476e-03	-8.686630e-04	1.356603e-03	8.322577e-04
7.053815625149475e-03	-1.056647e-03	1.650312e-03	8.323460e-04
7.073346875149475e-03	-1.416340e-03	2.212344e-03	8.325151e-04
7.092878125149474e-03	-1.754682e-03	2.741076e-03	8.326741e-04
7.112409375149474e-03	-2.066578e-03	3.228554e-03	8.328207e-04
7.131940625149474e-03	-2.347326e-03	3.667447e-03	8.329527e-04
7.151471875149473e-03	-2.592694e-03	4.051153e-03	8.330680e-04
7.171003125149473e-03	-2.798982e-03	4.373902e-03	8.331650e-04
7.190534375149472e-03	-2.963079e-03	4.630838e-03	8.332422e-04
7.210065625149472e-03	-3.082509e-03	4.818097e-03	8.332984e-04
7.229596875149472e-03	-3.155471e-03	4.932862e-03	8.333327e-04
7.249128125149471e-03	-3.180864e-03	4.973408e-03	8.333447e-04
7.268659375149471e-03	-3.158304e-03	4.939124e-03	8.333342e-04
7.288190625149470e-03	-3.088132e-03	4.830527e-03	8.333013e-04
7.307721875149470e-03	-2.971407e-03	4.649249e-03	8.332464e-04
7.327253125149469e-03	-2.809890e-03	4.398017e-03	8.331706e-04
7.346784375149469e-03	-2.606017e-03	4.080610e-03	8.330749e-04
7.366315625149469e-03	-2.362864e-03	3.701803e-03	8.329606e-04
7.385846875149468e-03	-2.084096e-03	3.267291e-03	8.328297e-04
7.405378125149468e-03	-1.773918e-03	2.783612e-03	8.326840e-04
7.424909375149467e-03	-1.437002e-03	2.258040e-03	8.325257e-04
7.454206250149467e-03	-8.926907e-04	1.408569e-03	8.322700e-04
7.483503125149466e-03	-3.181321e-04	5.114469e-04	8.319999e-04
7.493268750149466e-03	-1.214055e-04	2.041755e-04	8.319075e-04
7.503034375149466e-03	7.396301e-05	-1.010220e-04	8.318157e-04
7.512800000149466e-03	2.679734e-04	-4.041454e-04	8.317245e-04
7.522565625149465e-03	4.606257e-04	-7.051949e-04	8.316340e-04
7.532331250149465e-03	6.519200e-04	-1.004170e-03	8.315441e-04
7.542096875149465e-03	8.418561e-04	-1.301072e-03	8.314548e-04
7.551862500149465e-03	1.030434e-03	-1.595900e-03	8.313662e-04
7.581159375149464e-03	1.564781e-03	-2.431591e-03	8.311151e-04
7.600690625149464e-03	1.892747e-03	-2.944743e-03	8.309609e-04
7.620221875149463e-03	2.192302e-03	-3.413628e-03	8.308201e-04
7.639753125149463e-03	2.458951e-03	-3.831194e-03	8.306947e-04
7.659284375149462e-03	2.688693e-03	-4.191160e-03	8.305868e-04
7.678815625149462e-03	2.878080e-03	-4.488112e-03	8.304977e-04
7.698346875149462e-03	3.024274e-03	-4.717583e-03	8.304289e-04
7.717878125149461e-03	3.125080e-03	-4.876122e-03	8.303815e-04
7.737409375149461e-03	3.178988e-03	-4.961345e-03	8.303561e-04
7.756940625149460e-03	3.185190e-03	-4.971969e-03	8.303531e-04
7.776471875149460e-03	3.143593e-03	-4.907835e-03	8.303726e-04
7.796003125149460e-03	3.054819e-03	-4.769907e-03	8.304142e-04
7.815534375149459e-03	2.920201e-03	-4.560261e-03	8.304775e-04
7.835065625149459e-03	2.741757e-03	-4.282048e-03	8.305613e-04
7.854596875149458e-03	2.522163e-03	-3.939454e-03	8.306644e-04
7.874128125149458e-03	2.264712e-03	-3.537632e-03	8.307854e-04
7.893659375149457e-03	1.973269e-03	-3.082626e-03	8.309223e-04
7.913190625149457e-03	1.652206e-03	-2.581279e-03	8.310731e-04
7.932721875149457e-03	1.306344e-03	-2.041131e-03	8.312356e-04
7.962018750149456e-03	7.524994e-04	-1.176062e-03	8.314959e-04
7.991315625149455e-03	1.733077e-04	-2.713100e-04	8.317680e-04
7.999686160863741e-03	4.745889e-06	-7.987165e-06	8.318472e-04
8.008056696578026e-03	-1.626750e-04	2.535595e-04	8.319259e-04
8.016427232292312e-03	-3.289548e-04	5.133299e-04	8.320040e-04
8.024797768006598e-03	-4.940937e-04	7.713242e-04	8.320816e-04
8.033168303720884e-03	-6.580916e-04	1.027542e-03	8.321587e-04
8.041538839435168e-03	-8.209485e-04	1.281984e-03	8.322352e-04
8.049909375149454e-03	-9.826644e-04	1.534650e-03	8.323112e-04
8.079206250149453e-03	-1.520369e-03	2.374836e-03	8.325640e-04
8.098737500149453e-03	-1.851297e-03	2.892001e-03	8.327195e-04
8.118268750149453e-03	-2.154321e-03	3.365642e-03	8.328619e-04
8.137800000149452e-03	-2.424876e-03	3.788636e-03	8.329891e-04
8.157331250149452e-03	-2.658883e-03	4.154621e-03	8.330991e-04
8.176862500149451e-03	-2.852813e-03	4.458092e-03	8.331903e-04
8.196393750149451e-03	-3.003740e-03	4.694484e-03	8.332613e-04
8.215925000149451e-03	-3.109387e-03	4.860241e-03	8.333110e-04
8.235456250149450e-03	-3.168161e-03	4.952872e-03	8.333387e-04
8.254987500149450e-03	-3.179176e-03	4.970982e-03	8.333439e-04
8.274518750149449e-03	-3.142264e-03	4.914299e-03	8.333267e-04
8.294050000149449e-03	-3.057982e-03	4.783676e-03	8.332871e-04
8.313581250149448e-03	-2.927603e-03	4.581076e-03	8.332259e-04
8.333112500149448e-03	-2.753094e-03	4.309549e-03	8.331439e-04
8.352643750149448e-03	-2.537086e-03	3.973177e-03	8.330425e-04
8.372175000149447e-03	-2.282838e-03	3.577020e-03	8.329230e-04
8.391706250149447e-03	-1.994183e-03	3.127036e-03	8.327875e-04
8.411237500149446e-03	-1.675473e-03	2.629994e-03	8.326377e-04
8.430768750149446e-03	-1.331509e-03	2.093370e-03	8.324761e-04
8.460065625149445e-03	-7.796339e-04	1.232006e-03	8.322168e-04
8.489362500149445e-03	-2.013358e-04	3.289587e-04	8.319450e-04
8.497733035863731e-03	-3.282935e-05	6.574310e-05	8.318659e-04
8.506103571578015e-03	1.346247e-04	-1.958634e-04	8.317872e-04
8.514474107292301e-03	3.010262e-04	-4.558607e-04	8.317090e-04
8.522844643006587e-03	4.663753e-04	-7.142489e-04	8.316313e-04
8.531215178720873e-03	6.306719e-04	-9.710280e-04	8.315541e-04
8.539585714435157e-03	7.939160e-04	-1.226198e-03	8.314774e-04
8.547956250149443e-03	9.561077e-04	-1.479759e-03	8.314012e-04
8.577253125149443e-03	1.496159e-03	-2.324314e-03	8.311473e-04
8.596784375149442e-03	1.829228e-03	-2.845412e-03	8.309908e-04
8.616315625149442e-03	2.134840e-03	-3.323738e-03	8.308471e-04
8.635846875149442e-03	2.408407e-03	-3.752096e-03	8.307185e-04
8.655378125149441e-03	2.645825e-03	-4.124044e-03	8.306069e-04
8.674909375149441e-03	2.843530e-03	-4.433988e-03	8.305139e-04
8.694440625149440e-03	2.998559e-03	-4.677265e-03	8.304410e-04
8.713971875149440e-03	3.108586e-03	-4.850216e-03	8.303893e-04
8.733503125149440e-03	3.171962e-03	-4.950240e-03	8.303594e-04
8.753034375149439e-03	3.187735e-03	-4.975833e-03	8.303520e-04
8.772565625149439e-03	3.155670e-03	-4.926609e-03	8.303669e-04
8.792096875149438e-03	3.076248e-03	-4.803309e-03	8.304042e-04
8.811628125149438e-03	2.950659e-03	-4.607788e-03	8.304632e-04
8.831159375149437e-03	2.780787e-03	-4.342986e-03	8.305429e-04
8.850690625149437e-03	2.569178e-03	-4.012886e-03	8.306423e-04
8.870221875149437e-03	2.319007e-03	-3.622454e-03	8.307598e-04
8.889753125149436e-03	2.034028e-03	-3.177561e-03	8.308937e-04
8.909284375149436e-03	1.718517e-03	-2.684899e-03	8.310420e-04
8.928815625149435e-03	1.377210e-03	-2.151879e-03	8.312023e-04
8.958112500149435e-03	8.281837e-04	-1.294350e-03	8.314603e-04
8.987409375149434e-03	2.512536e-04	-3.931415e-04	8.317314e-04
8.997175000149434e-03	5.427189e-05	-8.542479e-05	8.318239e-04
9.006940625149434e-03	-1.410859e-04	2.197637e-04	8.319157e-04
9.016706250149433e-03	-3.348199e-04	5.224240e-04	8.320068e-04
9.026471875149433e-03	-5.269299e-04	8.225562e-04	8.320971e-04
9.036237500149433e-03	-7.174161e-04	1.120160e-03	8.321866e-04
9.046003125149433e-03	-9.062783e-04	1.415236e-03	8.322753e-04
9.055768750149433e-03	-1.093517e-03	1.707783e-03	8.323633e-04
9.075300000149432e-03	-1.451314e-03	2.266858e-03	8.325315e-04
9.094831250149432e-03	-1.787235e-03	2.791813e-03	8.326894e-04
9.114362500149431e-03	-2.096220e-03	3.274752e-03	8.328346e-04
9.133893750149431e-03	-2.373612e-03	3.708410e-03	8.329650e-04
9.153425000149431e-03	-2.615229e-03	4.086266e-03	8.330786e-04
9.172956250149430e-03	-2.817428e-03	4.402636e-03	8.331737e-04
9.192487500149430e-03	-2.977159e-03	4.652761e-03	8.332488e-04
9.212018750149429e-03	-3.092012e-03	4.832880e-03	8.333029e-04
9.231550000149429e-03	-3.160255e-03	4.940283e-03	8.333350e-04
9.251081250149428e-03	-3.180858e-03	4.973354e-03	8.333447e-04
9.270612500149428e-03	-3.153510e-03	4.931598e-03	8.333319e-04
9.290143750149428e-03	-3.078623e-03	4.815640e-03	8.332968e-04
9.309675000149427e-03	-2.957328e-03	4.627226e-03	8.332399e-04
9.329206250149427e-03	-2.791455e-03	4.369190e-03	8.331619e-04
9.348737500149426e-03	-2.583506e-03	4.045413e-03	8.330643e-04
9.368268750149426e-03	-2.336616e-03	3.660764e-03	8.329483e-04
9.387800000149426e-03	-2.054511e-03	3.221028e-03	8.328158e-04
9.407331250149425e-03	-1.741440e-03	2.732822e-03	8.326687e-04
9.426862500149425e-03	-1.402124e-03	2.203485e-03	8.325093e-04
9.456159375149424e-03	-8.552090e-04	1.349921e-03	8.322523e-04
9.485456250149423e-03	-2.793170e-04	4.506884e-04	8.319817e-04
9.495221875149423e-03	-8.243942e-05	1.431712e-04	8.318892e-04
9.504987500149423e-03	1.129347e-04	-1.620447e-04	8.317974e-04
9.514753125149423e-03	3.068053e-04	-4.649594e-04	8.317063e-04
9.524518750149423e-03	4.991724e-04	-7.655728e-04	8.316159e-04
9.534284375149422e-03	6.900361e-04	-1.063885e-03	8.315262e-04
9.544050000149422e-03	8.793963e-04	-1.359896e-03	8.314372e-04
9.553815625149422e-03	1.067253e-03	-1.653606e-03	8.313489e-04
9.573346875149422e-03	1.426638e-03	-2.215637e-03	8.311800e-04
9.592878125149421e-03	1.764611e-03	-2.744369e-03	8.310211e-04
9.612409375149421e-03	2.076095e-03	-3.231847e-03	8.308747e-04
9.631940625149420e-03	2.356416e-03	-3.670739e-03	8.307429e-04
9.651471875149420e-03	2.601367e-03	-4.054446e-03	8.306278e-04
9.671003125149420e-03	2.807272e-03	-4.377194e-03	8.305309e-04
9.690534375149419e-03	2.971043e-03	-4.634130e-03	8.304539e-04
9.710065625149419e-03	3.090224e-03	-4.821389e-03	8.303979e-04
9.729596875149418e-03	3.163029e-03	-4.936154e-03	8.303636e-04
9.749128125149418e-03	3.188365e-03	-4.976700e-03	8.303517e-04
9.768659375149417e-03	3.165852e-03	-4.942416e-03	8.303621e-04
9.788190625149417e-03	3.095829e-03	-4.833818e-03	8.303950e-04
9.807721875149417e-03	2.979344e-03	-4.652541e-03	8.304497e-04
9.827253125149416e-03	2.818145e-03	-4.401308e-03	8.305254e-04
9.837018750149416e-03	2.721508e-03	-4.250601e-03	8.305708e-04
9.856550000149416e-03	2.497970e-03	-3.901837e-03	8.306758e-04
9.876081250149415e-03	2.236938e-03	-3.494411e-03	8.307984e-04
9.895612500149415e-03	1.942327e-03	-3.034450e-03	8.309368e-04
9.915143750149414e-03	1.618561e-03	-2.528873e-03	8.310889e-04
9.934675000149414e-03	1.270500e-03	-1.985284e-03	8.312524e-04
9.963971875149413e-03	7.143706e-04	-1.116639e-03	8.315137e-04
1.000000000000000e-02	-4.760959e-07	3.510429e-08	8.318496e-04
