Vsd,Id
0.0,2.434182e-12
0.5,-2.881368e-06
1.0,-3.216788e-06
1.5,-3.292046e-06
2.0,-3.363031e-06
2.5,-3.432041e-06
3.0,-3.49985e-06
3.5,-3.566892e-06
4.0,-3.633453e-06
4.5,-3.69973e-06
5.0,-3.765864e-06
