Vsd,Id
0.0,2.434183e-12
0.5,-5.406431e-06
1.0,-7.40957e-06
1.5,-7.64675e-06
2.0,-7.798074e-06
2.5,-7.940463e-06
3.0,-8.077371e-06
3.5,-8.210365e-06
4.0,-8.340456e-06
4.5,-8.468356e-06
5.0,-8.594584e-06
