Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
10:48:27.224673,2.5,0.0,-9.783053e-06
10:48:28.485524,2.5,0.1,0.0004663283
10:48:29.883522,2.5,0.2,0.001530409
10:48:31.205980,2.5,0.30000000000000004,0.001756019
10:48:32.292257,2.5,0.4,0.001775961
10:48:33.380695,2.5,0.5,0.001783225
10:48:34.467305,2.5,0.6000000000000001,0.001788982
10:48:35.556551,2.5,0.7000000000000001,0.001790879
10:48:36.642862,2.5,0.8,0.001795144
10:48:37.731241,2.5,0.9,0.001797048
10:48:38.817388,2.5,1.0,0.001803144
10:48:39.907023,2.5,1.1,0.001807005
10:48:40.993285,2.5,1.2000000000000002,0.001809144
10:48:42.081526,2.5,1.3,0.001814592
10:48:43.167761,2.5,1.4000000000000001,0.001815973
10:48:44.255847,2.5,1.5,0.001818765
10:48:45.342126,2.5,1.6,0.001820642
10:48:46.436319,2.5,1.7000000000000002,0.001824785
10:48:47.522450,2.5,1.8,0.001826045
10:48:48.610677,2.5,1.9000000000000001,0.001828447
10:48:49.696951,2.5,2.0,0.001832256
10:48:50.785350,2.5,2.1,0.001833078
10:48:51.871383,2.5,2.2,0.001836431
10:48:52.959798,2.5,2.3000000000000003,0.001838426
10:48:54.047044,2.5,2.4000000000000004,0.001841208
10:48:55.136255,2.5,2.5,0.001844571
10:48:56.222984,2.5,2.6,0.001848415
10:48:57.310888,2.5,2.7,0.001846558
10:48:58.397159,2.5,2.8000000000000003,0.001848795
10:48:59.485329,2.5,2.9000000000000004,0.001850808
10:49:00.571481,2.5,3.0,0.00185433
10:49:01.660271,2.5,3.1,0.001856128
10:49:02.746106,2.5,3.2,0.001860095
10:49:03.834690,2.5,3.3000000000000003,0.001861536
10:49:04.920659,2.5,3.4000000000000004,0.001865887
10:49:06.009736,2.5,3.5,0.001863642
10:49:07.096369,2.5,3.6,0.001866341
10:49:08.184670,2.5,3.7,0.00186563
10:49:09.270930,2.5,3.8000000000000003,0.001870497
10:49:10.359138,2.5,3.9000000000000004,0.001870955
10:49:11.445195,2.5,4.0,0.001875
