time	V(n002)	V(n004)	Id(M1)
1.798392187574774e-03	1.189737e-03	-4.748080e-03	8.290005e-04
1.803275000074774e-03	1.177796e-03	-4.700109e-03	8.290060e-04
1.808157812574774e-03	1.164542e-03	-4.647711e-03	8.290121e-04
1.813040625074774e-03	1.150399e-03	-4.590945e-03	8.290185e-04
1.817923437574774e-03	1.134969e-03	-4.529856e-03	8.290256e-04
1.822806250074774e-03	1.118678e-03	-4.464509e-03	8.290330e-04
1.827689062574774e-03	1.101129e-03	-4.394957e-03	8.290411e-04
1.832571875074774e-03	1.082752e-03	-4.321275e-03	8.290494e-04
1.837454687574773e-03	1.063150e-03	-4.243523e-03	8.290584e-04
1.842337500074773e-03	1.042756e-03	-4.161784e-03	8.290677e-04
1.847220312574773e-03	1.021175e-03	-4.076124e-03	8.290776e-04
1.852103125074773e-03	9.988403e-04	-3.986634e-03	8.290878e-04
1.856985937574773e-03	9.753614e-04	-3.893390e-03	8.290985e-04
1.861868750074773e-03	9.511712e-04	-3.796487e-03	8.291096e-04
1.866751562574773e-03	9.258818e-04	-3.696007e-03	8.291211e-04
1.871634375074773e-03	8.999277e-04	-3.592056e-03	8.291330e-04
1.876517187574773e-03	8.729227e-04	-3.484721e-03	8.291453e-04
1.881400000074773e-03	8.453028e-04	-3.374112e-03	8.291579e-04
1.886282812574772e-03	8.166830e-04	-3.260324e-03	8.291710e-04
1.891165625074772e-03	7.875016e-04	-3.143475e-03	8.291844e-04
1.896048437574772e-03	7.573749e-04	-3.023663e-03	8.291982e-04
1.900931250074772e-03	7.267422e-04	-2.901012e-03	8.292121e-04
1.905814062574772e-03	6.952213e-04	-2.775628e-03	8.292266e-04
1.910696875074772e-03	6.632530e-04	-2.647638e-03	8.292412e-04
1.915579687574772e-03	6.304563e-04	-2.517152e-03	8.292561e-04
1.920462500074772e-03	5.972731e-04	-2.384304e-03	8.292713e-04
1.925345312574772e-03	5.633236e-04	-2.249209e-03	8.292868e-04
1.930228125074771e-03	5.290507e-04	-2.112003e-03	8.293025e-04
1.935110937574771e-03	4.940758e-04	-1.972806e-03	8.293185e-04
1.939993750074771e-03	4.588426e-04	-1.831759e-03	8.293346e-04
1.944876562574771e-03	4.229737e-04	-1.688985e-03	8.293510e-04
1.949759375074771e-03	3.869132e-04	-1.544627e-03	8.293675e-04
1.954642187574771e-03	3.502847e-04	-1.398812e-03	8.293842e-04
1.959525000074771e-03	3.135332e-04	-1.251687e-03	8.294010e-04
1.964407812574771e-03	2.762826e-04	-1.103382e-03	8.294180e-04
1.969290625074771e-03	2.389787e-04	-9.540432e-04	8.294351e-04
1.974173437574771e-03	2.012459e-04	-8.038041e-04	8.294524e-04
1.979056250074771e-03	1.635304e-04	-6.528145e-04	8.294696e-04
1.983939062574771e-03	1.254569e-04	-5.012076e-04	8.294870e-04
1.988821875074770e-03	8.747219e-05	-3.491350e-04	8.295043e-04
1.993704687574770e-03	4.920100e-05	-1.967310e-04	8.295219e-04
1.998587500074770e-03	1.109030e-05	-4.414776e-05	8.295393e-04
2.003470312574770e-03	-2.723494e-05	1.084798e-04	8.295568e-04
2.008353125074770e-03	-6.532770e-05	2.609994e-04	8.295742e-04
2.013235937574770e-03	-1.035631e-04	4.132761e-04	8.295916e-04
2.018118750074770e-03	-1.414942e-04	5.651579e-04	8.296090e-04
2.023001562574770e-03	-1.794962e-04	7.165106e-04	8.296264e-04
2.027884375074770e-03	-2.171226e-04	8.671830e-04	8.296436e-04
2.032767187574770e-03	-2.547485e-04	1.017042e-03	8.296608e-04
2.037650000074769e-03	-2.919281e-04	1.165938e-03	8.296778e-04
2.042532812574769e-03	-3.290369e-04	1.313739e-03	8.296947e-04
2.047415625074769e-03	-3.656292e-04	1.460298e-03	8.297115e-04
2.052298437574769e-03	-4.020816e-04	1.605486e-03	8.297281e-04
2.057181250074769e-03	-4.379486e-04	1.749156e-03	8.297446e-04
2.062064062574769e-03	-4.736076e-04	1.891183e-03	8.297609e-04
2.066946875074769e-03	-5.086141e-04	2.031424e-03	8.297769e-04
2.071829687574769e-03	-5.433460e-04	2.169756e-03	8.297928e-04
2.076712500074769e-03	-5.773598e-04	2.306040e-03	8.298083e-04
2.081595312574768e-03	-6.110342e-04	2.440156e-03	8.298237e-04
2.086478125074768e-03	-6.439268e-04	2.571970e-03	8.298387e-04
2.091360937574768e-03	-6.764173e-04	2.701366e-03	8.298536e-04
2.096243750074768e-03	-7.080645e-04	2.828214e-03	8.298680e-04
2.101126562574768e-03	-7.392494e-04	2.952403e-03	8.298823e-04
2.106009375074768e-03	-7.695318e-04	3.073807e-03	8.298961e-04
2.110892187574768e-03	-7.992939e-04	3.192320e-03	8.299098e-04
2.115775000074768e-03	-8.280972e-04	3.307824e-03	8.299229e-04
2.120657812574768e-03	-8.563250e-04	3.420217e-03	8.299358e-04
2.125540625074768e-03	-8.835401e-04	3.529385e-03	8.299483e-04
2.130423437574767e-03	-9.101278e-04	3.635234e-03	8.299605e-04
2.135306250074767e-03	-9.356521e-04	3.737656e-03	8.299721e-04
2.140189062574767e-03	-9.605000e-04	3.836563e-03	8.299835e-04
2.145071875074767e-03	-9.842371e-04	3.931853e-03	8.299943e-04
2.149954687574767e-03	-1.007252e-03	4.023445e-03	8.300049e-04
2.154837500074767e-03	-1.029112e-03	4.111245e-03	8.300149e-04
2.159720312574767e-03	-1.050208e-03	4.195178e-03	8.300245e-04
2.164603125074767e-03	-1.070108e-03	4.275157e-03	8.300336e-04
2.169485937574767e-03	-1.089205e-03	4.351115e-03	8.300424e-04
2.174368750074766e-03	-1.107071e-03	4.422972e-03	8.300505e-04
2.179251562574766e-03	-1.124099e-03	4.490669e-03	8.300583e-04
2.184134375074766e-03	-1.139862e-03	4.554133e-03	8.300655e-04
2.189017187574766e-03	-1.154756e-03	4.613315e-03	8.300723e-04
2.193900000074766e-03	-1.168357e-03	4.668148e-03	8.300786e-04
2.198782812574766e-03	-1.181062e-03	4.718591e-03	8.300844e-04
2.203665625074766e-03	-1.192449e-03	4.764587e-03	8.300896e-04
2.208548437574766e-03	-1.202917e-03	4.806101e-03	8.300943e-04
2.213431250074766e-03	-1.212047e-03	4.843086e-03	8.300985e-04
2.218314062574766e-03	-1.220240e-03	4.875516e-03	8.301023e-04
2.223196875074765e-03	-1.227078e-03	4.903350e-03	8.301054e-04
2.228079687574765e-03	-1.232966e-03	4.926574e-03	8.301081e-04
2.232962500074765e-03	-1.237486e-03	4.945154e-03	8.301102e-04
2.237845312574765e-03	-1.241045e-03	4.959083e-03	8.301118e-04
2.242728125074765e-03	-1.243230e-03	4.968339e-03	8.301128e-04
2.247610937574765e-03	-1.244448e-03	4.972921e-03	8.301134e-04
2.252493750074765e-03	-1.244289e-03	4.972817e-03	8.301133e-04
2.257376562574765e-03	-1.243163e-03	4.968036e-03	8.301128e-04
2.262259375074765e-03	-1.240660e-03	4.958573e-03	8.301117e-04
2.267142187574765e-03	-1.237193e-03	4.944446e-03	8.301100e-04
2.272025000074764e-03	-1.232356e-03	4.925660e-03	8.301079e-04
2.276907812574764e-03	-1.226562e-03	4.902240e-03	8.301052e-04
2.281790625074764e-03	-1.219408e-03	4.874201e-03	8.301020e-04
2.286673437574764e-03	-1.211309e-03	4.841577e-03	8.300983e-04
2.291556250074764e-03	-1.201864e-03	4.804391e-03	8.300939e-04
2.296439062574764e-03	-1.191492e-03	4.762685e-03	8.300892e-04
2.301321875074764e-03	-1.179792e-03	4.716491e-03	8.300839e-04
2.306204687574764e-03	-1.167186e-03	4.665861e-03	8.300781e-04
2.311087500074764e-03	-1.153274e-03	4.610834e-03	8.300717e-04
2.315970312574763e-03	-1.138481e-03	4.551470e-03	8.300650e-04
2.320853125074763e-03	-1.122410e-03	4.487816e-03	8.300577e-04
2.325735937574763e-03	-1.105486e-03	4.419941e-03	8.300499e-04
2.330618750074763e-03	-1.087316e-03	4.347901e-03	8.300416e-04
2.335501562574763e-03	-1.068326e-03	4.271771e-03	8.300329e-04
2.340384375074763e-03	-1.048124e-03	4.191615e-03	8.300237e-04
2.345267187574763e-03	-1.027139e-03	4.107517e-03	8.300141e-04
2.350150000074763e-03	-1.004981e-03	4.019546e-03	8.300040e-04
2.355032812574763e-03	-9.820813e-04	3.927796e-03	8.299935e-04
2.359915625074763e-03	-9.580504e-04	3.832343e-03	8.299826e-04
2.364798437574762e-03	-9.333220e-04	3.733286e-03	8.299712e-04
2.369681250074762e-03	-9.075085e-04	3.630709e-03	8.299595e-04
2.374564062574762e-03	-8.810449e-04	3.524718e-03	8.299474e-04
2.379446875074762e-03	-8.535453e-04	3.415403e-03	8.299348e-04
2.384329687574762e-03	-8.254465e-04	3.302878e-03	8.299219e-04
2.389212500074762e-03	-7.963641e-04	3.187237e-03	8.299086e-04
2.394095312574762e-03	-7.667362e-04	3.068600e-03	8.298951e-04
2.398978125074762e-03	-7.361799e-04	2.947068e-03	8.298812e-04
2.403860937574762e-03	-7.051348e-04	2.822766e-03	8.298670e-04
2.408743750074761e-03	-6.732194e-04	2.695801e-03	8.298524e-04
2.413626562574761e-03	-6.408744e-04	2.566302e-03	8.298376e-04
2.418509375074761e-03	-6.077196e-04	2.434381e-03	8.298224e-04
2.423392187574761e-03	-5.741967e-04	2.300172e-03	8.298071e-04
2.428275000074761e-03	-5.399268e-04	2.163793e-03	8.297914e-04
2.433157812574761e-03	-5.053526e-04	2.025379e-03	8.297756e-04
2.438040625074761e-03	-4.700962e-04	1.885054e-03	8.297595e-04
2.442923437574761e-03	-4.346014e-04	1.742957e-03	8.297433e-04
2.447806250074761e-03	-3.984908e-04	1.599214e-03	8.297268e-04
2.452689062574761e-03	-3.622092e-04	1.453968e-03	8.297102e-04
2.457571875074760e-03	-3.253800e-04	1.307348e-03	8.296934e-04
2.462454687574760e-03	-2.884486e-04	1.159501e-03	8.296765e-04
2.467337500074760e-03	-2.510390e-04	1.010556e-03	8.296594e-04
2.472220312574760e-03	-2.135970e-04	8.606629e-04	8.296423e-04
2.477103125074760e-03	-1.757473e-04	7.099539e-04	8.296250e-04
2.481985937574760e-03	-1.379364e-04	5.585795e-04	8.296077e-04
2.486868750074760e-03	-9.978873e-05	4.066734e-04	8.295903e-04
2.491751562574760e-03	-6.175121e-05	2.543874e-04	8.295728e-04
2.496634375074760e-03	-2.344899e-05	1.018561e-04	8.295553e-04
2.501517187574760e-03	1.467129e-05	-5.076833e-05	8.295379e-04
2.506400000074759e-03	5.298467e-05	-2.033510e-04	8.295204e-04
2.511282812574759e-03	9.104398e-05	-3.557393e-04	8.295030e-04
2.516165625074759e-03	1.292244e-04	-5.077989e-04	8.294855e-04
2.521048437574759e-03	1.670791e-04	-6.593776e-04	8.294682e-04
2.525931250074759e-03	2.049835e-04	-8.103418e-04	8.294509e-04
2.530814062574759e-03	2.424908e-04	-9.605405e-04	8.294338e-04
2.535696875074759e-03	2.799765e-04	-1.109841e-03	8.294166e-04
2.540579687574759e-03	3.169947e-04	-1.258094e-03	8.293997e-04
2.545462500074759e-03	3.539214e-04	-1.405169e-03	8.293829e-04
2.550345312574758e-03	3.903111e-04	-1.550919e-03	8.293662e-04
2.555228125074758e-03	4.265398e-04	-1.695215e-03	8.293496e-04
2.560110937574758e-03	4.621633e-04	-1.837913e-03	8.293333e-04
2.564993750074758e-03	4.975584e-04	-1.978887e-03	8.293171e-04
2.569876562574758e-03	5.322814e-04	-2.117996e-03	8.293013e-04
2.574759375074758e-03	5.667099e-04	-2.255117e-03	8.292855e-04
2.579642187574758e-03	6.004012e-04	-2.390113e-03	8.292702e-04
2.584525000074758e-03	6.337340e-04	-2.522866e-03	8.292549e-04
2.589407812574758e-03	6.662664e-04	-2.653241e-03	8.292400e-04
2.594290625074758e-03	6.983784e-04	-2.781125e-03	8.292253e-04
2.599173437574757e-03	7.296291e-04	-2.906389e-03	8.292111e-04
2.604056250074757e-03	7.603997e-04	-3.028923e-03	8.291970e-04
2.608939062574757e-03	7.902508e-04	-3.148604e-03	8.291833e-04
2.613821875074757e-03	8.195647e-04	-3.265327e-03	8.291699e-04
2.618704687574757e-03	8.479033e-04	-3.378975e-03	8.291570e-04
2.623587500074757e-03	8.756505e-04	-3.489448e-03	8.291443e-04
2.628470312574757e-03	9.023697e-04	-3.596634e-03	8.291321e-04
2.633353125074757e-03	9.284461e-04	-3.700441e-03	8.291202e-04
2.638235937574757e-03	9.534448e-04	-3.800762e-03	8.291087e-04
2.643118750074757e-03	9.777528e-04	-3.897513e-03	8.290976e-04
2.648001562574756e-03	1.000937e-03	-3.990592e-03	8.290870e-04
2.652884375074756e-03	1.023385e-03	-4.079922e-03	8.290767e-04
2.657767187574756e-03	1.044666e-03	-4.165408e-03	8.290670e-04
2.662650000074756e-03	1.065171e-03	-4.246981e-03	8.290577e-04
2.667532812574756e-03	1.084469e-03	-4.324553e-03	8.290488e-04
2.672415625074756e-03	1.102953e-03	-4.398061e-03	8.290404e-04
2.677298437574756e-03	1.120195e-03	-4.467428e-03	8.290324e-04
2.682181250074756e-03	1.136589e-03	-4.532595e-03	8.290249e-04
2.687064062574756e-03	1.151710e-03	-4.593494e-03	8.290181e-04
2.691946875074755e-03	1.165954e-03	-4.650076e-03	8.290116e-04
2.696829687574755e-03	1.178896e-03	-4.702278e-03	8.290056e-04
2.701712500074755e-03	1.190935e-03	-4.750060e-03	8.290001e-04
2.706595312574755e-03	1.201649e-03	-4.793370e-03	8.289952e-04
2.711478125074755e-03	1.211439e-03	-4.832174e-03	8.289907e-04
2.716360937574755e-03	1.219885e-03	-4.866426e-03	8.289869e-04
2.721243750074755e-03	1.227389e-03	-4.896106e-03	8.289834e-04
2.726126562574755e-03	1.233534e-03	-4.921174e-03	8.289806e-04
2.731009375074755e-03	1.238725e-03	-4.941616e-03	8.289782e-04
2.735892187574755e-03	1.242546e-03	-4.957404e-03	8.289765e-04
2.740775000074754e-03	1.245404e-03	-4.968534e-03	8.289752e-04
2.745657812574754e-03	1.246886e-03	-4.974984e-03	8.289745e-04
2.750540625074754e-03	1.247401e-03	-4.976757e-03	8.289742e-04
2.755423437574754e-03	1.246538e-03	-4.973844e-03	8.289746e-04
2.760306250074754e-03	1.244709e-03	-4.966255e-03	8.289755e-04
2.765189062574754e-03	1.241504e-03	-4.953990e-03	8.289769e-04
2.770071875074754e-03	1.237337e-03	-4.937068e-03	8.289788e-04
2.774954687574754e-03	1.231802e-03	-4.915497e-03	8.289813e-04
2.779837500074754e-03	1.225314e-03	-4.889305e-03	8.289843e-04
2.784720312574753e-03	1.217469e-03	-4.858509e-03	8.289879e-04
2.789603125074753e-03	1.208684e-03	-4.823146e-03	8.289919e-04
2.794485937574753e-03	1.198558e-03	-4.783241e-03	8.289965e-04
2.799368750074753e-03	1.187511e-03	-4.738840e-03	8.290016e-04
2.804251562574753e-03	1.175142e-03	-4.689977e-03	8.290072e-04
2.809134375074753e-03	1.161874e-03	-4.636704e-03	8.290133e-04
2.814017187574753e-03	1.147308e-03	-4.579066e-03	8.290199e-04
2.818900000074753e-03	1.131869e-03	-4.517124e-03	8.290270e-04
2.823782812574753e-03	1.115160e-03	-4.450927e-03	8.290346e-04
2.828665625074753e-03	1.097609e-03	-4.380548e-03	8.290426e-04
2.833548437574752e-03	1.078821e-03	-4.306043e-03	8.290512e-04
2.838431250074752e-03	1.059224e-03	-4.227491e-03	8.290602e-04
2.843314062574752e-03	1.038426e-03	-4.144957e-03	8.290697e-04
2.848196875074752e-03	1.016857e-03	-4.058529e-03	8.290795e-04
2.853079687574752e-03	9.941274e-04	-3.968277e-03	8.290900e-04
2.857962500074752e-03	9.706688e-04	-3.874297e-03	8.291007e-04
2.862845312574752e-03	9.460927e-04	-3.776668e-03	8.291119e-04
2.867728125074752e-03	9.208326e-04	-3.675490e-03	8.291234e-04
2.872610937574752e-03	8.945021e-04	-3.570851e-03	8.291355e-04
2.877493750074752e-03	8.675362e-04	-3.462856e-03	8.291478e-04
2.882376562574751e-03	8.395499e-04	-3.351599e-03	8.291606e-04
2.887259375074751e-03	8.109800e-04	-3.237195e-03	8.291737e-04
2.892142187574751e-03	7.814431e-04	-3.119740e-03	8.291872e-04
2.897025000074751e-03	7.513771e-04	-2.999355e-03	8.292009e-04
2.901907812574751e-03	7.204001e-04	-2.876145e-03	8.292150e-04
2.906790625074751e-03	6.889518e-04	-2.750233e-03	8.292294e-04
2.911673437574751e-03	6.566509e-04	-2.621731e-03	8.292441e-04
2.916556250074751e-03	6.239387e-04	-2.490766e-03	8.292591e-04
2.921439062574751e-03	5.904355e-04	-2.357455e-03	8.292744e-04
2.926321875074750e-03	5.565831e-04	-2.221931e-03	8.292899e-04
2.931204687574750e-03	5.220029e-04	-2.084313e-03	8.293057e-04
2.936087500074750e-03	4.871380e-04	-1.944739e-03	8.293217e-04
2.940970312574750e-03	4.516107e-04	-1.803332e-03	8.293379e-04
2.945853125074750e-03	4.158650e-04	-1.660234e-03	8.293542e-04
2.950735937574750e-03	3.795240e-04	-1.515570e-03	8.293709e-04
2.955618750074750e-03	3.430324e-04	-1.369486e-03	8.293875e-04
2.960501562574750e-03	3.060139e-04	-1.222111e-03	8.294045e-04
2.965384375074750e-03	2.689141e-04	-1.073591e-03	8.294214e-04
2.970267187574750e-03	2.313574e-04	-9.240573e-04	8.294386e-04
2.975150000074749e-03	1.937894e-04	-7.736603e-04	8.294557e-04
2.980032812574749e-03	1.558352e-04	-6.225323e-04	8.294731e-04
2.984915625074749e-03	1.179410e-04	-4.708244e-04	8.294904e-04
2.989798437574749e-03	7.973165e-05	-3.186705e-04	8.295079e-04
2.994681250074749e-03	4.165411e-05	-1.662227e-04	8.295253e-04
2.999564062574749e-03	3.333281e-06	-1.361554e-05	8.295428e-04
3.004446875074749e-03	-3.478395e-05	1.389984e-04	8.295602e-04
3.009329687574749e-03	-7.307241e-05	2.914844e-04	8.295777e-04
3.014212500074749e-03	-1.110855e-04	4.436900e-04	8.295951e-04
3.019095312574748e-03	-1.491981e-04	5.954810e-04	8.296125e-04
3.023978125074748e-03	-1.869635e-04	7.467055e-04	8.296298e-04
3.028860937574748e-03	-2.247569e-04	8.972300e-04	8.296471e-04
3.033743750074748e-03	-2.621320e-04	1.046904e-03	8.296642e-04
3.038626562574748e-03	-2.994646e-04	1.195596e-03	8.296812e-04
3.043509375074748e-03	-3.363086e-04	1.343156e-03	8.296981e-04
3.048392187574748e-03	-3.730399e-04	1.489455e-03	8.297149e-04
3.053275000074748e-03	-4.092137e-04	1.634347e-03	8.297314e-04
3.058157812574748e-03	-4.452062e-04	1.777703e-03	8.297479e-04
3.063040625074748e-03	-4.805730e-04	1.919380e-03	8.297641e-04
3.067923437574747e-03	-5.156915e-04	2.059253e-03	8.297801e-04
3.072806250074747e-03	-5.501180e-04	2.197182e-03	8.297958e-04
3.077689062574747e-03	-5.842308e-04	2.333046e-03	8.298114e-04
3.082571875074747e-03	-6.175869e-04	2.466709e-03	8.298267e-04
3.087454687574747e-03	-6.505660e-04	2.598052e-03	8.298418e-04
3.092337500074747e-03	-6.827260e-04	2.726945e-03	8.298564e-04
3.097220312574747e-03	-7.144473e-04	2.853274e-03	8.298710e-04
3.102103125074747e-03	-7.452897e-04	2.976911e-03	8.298851e-04
3.106985937574747e-03	-7.756346e-04	3.097750e-03	8.298989e-04
3.111868750074747e-03	-8.050429e-04	3.215667e-03	8.299124e-04
3.116751562574746e-03	-8.338975e-04	3.330560e-03	8.299256e-04
3.121634375074746e-03	-8.617606e-04	3.442313e-03	8.299383e-04
3.126517187574746e-03	-8.890166e-04	3.550829e-03	8.299508e-04
3.131400000074746e-03	-9.152292e-04	3.655997e-03	8.299628e-04
3.136282812574746e-03	-9.407845e-04	3.757727e-03	8.299745e-04
3.141165625074746e-03	-9.652478e-04	3.855914e-03	8.299857e-04
3.146048437574746e-03	-9.890065e-04	3.950475e-03	8.299965e-04
3.150931250074746e-03	-1.011628e-03	4.041313e-03	8.300068e-04
3.155814062574746e-03	-1.033501e-03	4.128349e-03	8.300169e-04
3.160696875074745e-03	-1.054195e-03	4.211494e-03	8.300263e-04
3.165579687574745e-03	-1.074100e-03	4.290678e-03	8.300354e-04
3.170462500074745e-03	-1.092789e-03	4.365818e-03	8.300440e-04
3.175345312574745e-03	-1.110652e-03	4.436852e-03	8.300521e-04
3.180228125074745e-03	-1.127264e-03	4.503704e-03	8.300598e-04
3.185110937574745e-03	-1.143018e-03	4.566320e-03	8.300670e-04
3.189993750074745e-03	-1.157491e-03	4.624632e-03	8.300735e-04
3.194876562574745e-03	-1.171078e-03	4.678595e-03	8.300798e-04
3.199759375074745e-03	-1.183356e-03	4.728149e-03	8.300854e-04
3.204642187574745e-03	-1.194724e-03	4.773255e-03	8.300906e-04
3.209525000074744e-03	-1.204762e-03	4.813863e-03	8.300952e-04
3.214407812574744e-03	-1.213869e-03	4.849943e-03	8.300993e-04
3.219290625074744e-03	-1.221627e-03	4.881452e-03	8.301029e-04
3.224173437574744e-03	-1.228440e-03	4.908371e-03	8.301060e-04
3.229056250074744e-03	-1.233890e-03	4.930663e-03	8.301085e-04
3.233939062574744e-03	-1.238382e-03	4.948318e-03	8.301106e-04
3.238821875074744e-03	-1.241503e-03	4.961310e-03	8.301120e-04
3.243704687574744e-03	-1.243659e-03	4.969635e-03	8.301130e-04
3.248587500074744e-03	-1.244438e-03	4.973277e-03	8.301134e-04
3.253470312574743e-03	-1.244249e-03	4.972241e-03	8.301133e-04
3.258353125074743e-03	-1.242683e-03	4.966519e-03	8.301125e-04
3.263235937574743e-03	-1.240152e-03	4.956126e-03	8.301114e-04
3.268118750074743e-03	-1.236246e-03	4.941063e-03	8.301096e-04
3.273001562574743e-03	-1.231381e-03	4.921352e-03	8.301074e-04
3.277884375074743e-03	-1.225151e-03	4.897003e-03	8.301046e-04
3.282767187574743e-03	-1.217971e-03	4.868048e-03	8.301013e-04
3.287650000074743e-03	-1.209439e-03	4.834505e-03	8.300974e-04
3.292532812574743e-03	-1.199972e-03	4.796416e-03	8.300931e-04
3.297415625074743e-03	-1.189169e-03	4.753806e-03	8.300882e-04
3.302298437574742e-03	-1.177451e-03	4.706725e-03	8.300828e-04
3.307181250074742e-03	-1.164418e-03	4.655208e-03	8.300769e-04
3.312064062574742e-03	-1.150494e-03	4.599312e-03	8.300705e-04
3.316946875074742e-03	-1.135280e-03	4.539082e-03	8.300635e-04
3.321829687574742e-03	-1.119201e-03	4.474583e-03	8.300562e-04
3.326712500074742e-03	-1.101862e-03	4.405866e-03	8.300483e-04
3.331595312574742e-03	-1.083691e-03	4.333006e-03	8.300400e-04
3.336478125074742e-03	-1.064293e-03	4.256061e-03	8.300311e-04
3.341360937574742e-03	-1.044097e-03	4.175114e-03	8.300219e-04
3.346243750074742e-03	-1.022712e-03	4.090231e-03	8.300121e-04
3.351126562574741e-03	-1.000568e-03	4.001501e-03	8.300020e-04
3.356009375074741e-03	-9.772757e-04	3.909000e-03	8.299913e-04
3.360892187574741e-03	-9.532678e-04	3.812822e-03	8.299804e-04
3.365775000074741e-03	-9.281561e-04	3.713050e-03	8.299689e-04
3.370657812574741e-03	-9.023749e-04	3.609786e-03	8.299571e-04
3.375540625074741e-03	-8.755379e-04	3.503119e-03	8.299449e-04
3.380423437574741e-03	-8.480806e-04	3.393158e-03	8.299323e-04
3.385306250074741e-03	-8.196186e-04	3.279997e-03	8.299193e-04
3.390189062574741e-03	-7.905892e-04	3.163751e-03	8.299060e-04
3.395071875074740e-03	-7.606091e-04	3.044523e-03	8.298923e-04
3.399954687574740e-03	-7.301170e-04	2.922431e-03	8.298784e-04
3.404837500074740e-03	-6.987313e-04	2.797584e-03	8.298640e-04
3.409720312574740e-03	-6.668917e-04	2.670106e-03	8.298495e-04
3.414603125074740e-03	-6.342180e-04	2.540109e-03	8.298345e-04
3.419485937574740e-03	-6.011513e-04	2.407724e-03	8.298194e-04
3.424368750074740e-03	-5.673122e-04	2.273067e-03	8.298039e-04
3.429251562574740e-03	-5.331432e-04	2.136274e-03	8.297883e-04
3.434134375074740e-03	-4.982657e-04	1.997464e-03	8.297724e-04
3.439017187574740e-03	-4.631232e-04	1.856777e-03	8.297563e-04
3.443900000074739e-03	-4.273382e-04	1.714337e-03	8.297400e-04
3.448782812574739e-03	-3.913550e-04	1.570286e-03	8.297235e-04
3.453665625074739e-03	-3.547968e-04	1.424751e-03	8.297068e-04
3.458548437574739e-03	-3.181087e-04	1.277878e-03	8.296901e-04
3.463431250074739e-03	-2.809146e-04	1.129796e-03	8.296730e-04
3.468314062574739e-03	-2.436599e-04	9.806544e-04	8.296560e-04
3.473196875074739e-03	-2.059694e-04	8.305833e-04	8.296388e-04
3.478079687574739e-03	-1.682888e-04	6.797333e-04	8.296216e-04
3.482962500074739e-03	-1.302434e-04	5.282377e-04	8.296042e-04
3.487845312574738e-03	-9.227919e-05	3.762477e-04	8.295868e-04
3.492728125074738e-03	-5.402167e-05	2.238976e-04	8.295694e-04
3.497610937574738e-03	-1.591714e-05	7.133967e-05	8.295519e-04
3.502493750074738e-03	2.240897e-05	-8.129139e-05	8.295344e-04
3.507376562574738e-03	6.051003e-05	-2.338431e-04	8.295170e-04
3.512259375074738e-03	9.876076e-05	-3.861807e-04	8.294995e-04
3.517142187574738e-03	1.367146e-04	-5.381520e-04	8.294822e-04
3.522025000074738e-03	1.747464e-04	-6.896228e-04	8.294648e-04
3.526907812574738e-03	2.124099e-04	-8.404417e-04	8.294475e-04
3.531790625074738e-03	2.500800e-04	-9.904755e-04	8.294303e-04
3.536673437574737e-03	2.873109e-04	-1.139574e-03	8.294133e-04
3.541556250074737e-03	3.244778e-04	-1.287607e-03	8.293963e-04
3.546439062574737e-03	3.611355e-04	-1.434424e-03	8.293795e-04
3.551321875074737e-03	3.976600e-04	-1.579898e-03	8.293628e-04
3.556204687574737e-03	4.336062e-04	-1.723881e-03	8.293464e-04
3.561087500074737e-03	4.693509e-04	-1.866249e-03	8.293301e-04
3.565970312574737e-03	5.044499e-04	-2.006857e-03	8.293140e-04
3.570853125074737e-03	5.392808e-04	-2.145582e-03	8.292981e-04
3.575735937574737e-03	5.734002e-04	-2.282285e-03	8.292825e-04
3.580618750074737e-03	6.071866e-04	-2.416846e-03	8.292670e-04
3.585501562574736e-03	6.401977e-04	-2.549129e-03	8.292519e-04
3.590384375074736e-03	6.728125e-04	-2.679019e-03	8.292370e-04
3.595267187574736e-03	7.045904e-04	-2.806386e-03	8.292225e-04
3.600150000074736e-03	7.359118e-04	-2.931116e-03	8.292082e-04
3.605032812574736e-03	7.663365e-04	-3.053085e-03	8.291943e-04
3.609915625074736e-03	7.962466e-04	-3.172187e-03	8.291806e-04
3.614798437574736e-03	8.252035e-04	-3.288300e-03	8.291674e-04
3.619681250074736e-03	8.535901e-04	-3.401325e-03	8.291544e-04
3.624564062574736e-03	8.809696e-04	-3.511145e-03	8.291419e-04
3.629446875074735e-03	9.077264e-04	-3.617667e-03	8.291296e-04
3.634329687574735e-03	9.334250e-04	-3.720782e-03	8.291179e-04
3.639212500074735e-03	9.584517e-04	-3.820400e-03	8.291064e-04
3.644095312574735e-03	9.823723e-04	-3.916420e-03	8.290955e-04
3.648978125074735e-03	1.005575e-03	-4.008759e-03	8.290849e-04
3.653860937574735e-03	1.027627e-03	-4.097323e-03	8.290748e-04
3.658743750074735e-03	1.048919e-03	-4.182037e-03	8.290650e-04
3.663626562574735e-03	1.069020e-03	-4.262812e-03	8.290558e-04
3.668509375074735e-03	1.088321e-03	-4.339581e-03	8.290471e-04
3.673392187574735e-03	1.106393e-03	-4.412263e-03	8.290388e-04
3.678275000074734e-03	1.123631e-03	-4.480798e-03	8.290309e-04
3.683157812574734e-03	1.139608e-03	-4.545113e-03	8.290236e-04
3.688040625074734e-03	1.154719e-03	-4.605156e-03	8.290167e-04
