Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
15:17:42.221686,0.0,5.0,5.100692e-10
15:17:43.705522,0.1,5.0,2.009091e-10
15:17:45.175598,0.2,5.0,1.688949e-10
15:17:46.782629,0.30000000000000004,5.0,1.385073e-11
15:17:48.391959,0.4,5.0,9.315172e-11
15:17:50.005069,0.5,5.0,-3.725237e-09
15:17:51.617896,0.6000000000000001,5.0,1.563939e-09
15:17:53.228843,0.7000000000000001,5.0,-6.297483e-09
15:17:54.838250,0.8,5.0,8.084227e-10
15:17:56.448952,0.9,5.0,2.381066e-09
15:17:58.058863,1.0,5.0,-2.3259e-09
15:17:59.670870,1.1,5.0,-9.667228e-10
15:18:01.275918,1.2000000000000002,5.0,5.347736e-10
15:18:02.885691,1.3,5.0,6.708786e-09
15:18:04.492224,1.4000000000000001,5.0,1.064723e-07
15:18:05.914926,1.5,5.0,1.228931e-06
15:18:07.330838,1.6,5.0,7.326043e-06
15:18:08.427871,1.7000000000000002,5.0,2.283218e-05
15:18:09.836892,1.8,5.0,4.917301e-05
15:18:10.934597,1.9000000000000001,5.0,8.605315e-05
15:18:12.035303,2.0,5.0,0.0001328946
15:18:13.440962,2.1,5.0,0.0001890944
15:18:14.537998,2.2,5.0,0.0002542306
15:18:15.632753,2.3000000000000003,5.0,0.0003273864
15:18:16.732708,2.4000000000000004,5.0,0.0004082258
15:18:17.827923,2.5,5.0,0.0004967659
15:18:18.923698,2.6,5.0,0.0005919475
15:18:20.025837,2.7,5.0,0.0006940485
15:18:21.298401,2.8000000000000003,5.0,0.0008021274
15:18:22.399964,2.9000000000000004,5.0,0.0009162523
15:18:23.497627,3.0,5.0,0.001036379
15:18:24.595780,3.1,5.0,0.001161832
15:18:25.930500,3.2,5.0,0.001292647
15:18:27.028666,3.3000000000000003,5.0,0.001428162
15:18:28.131008,3.4000000000000004,5.0,0.001568996
15:18:29.233954,3.5,5.0,0.001713895
15:18:30.327811,3.6,5.0,0.001863188
15:18:31.426601,3.7,5.0,0.002017286
15:18:32.520520,3.8000000000000003,5.0,0.002174855
15:18:33.616148,3.9000000000000004,5.0,0.002336863
15:18:34.709710,4.0,5.0,0.002502205
15:18:35.805338,4.1000000000000005,5.0,0.002671027
15:18:36.906376,4.2,5.0,0.002843919
15:18:38.004270,4.3,5.0,0.003019654
15:18:39.102776,4.4,5.0,0.003199002
15:18:40.199480,4.5,5.0,0.003380923
15:18:41.294518,4.6000000000000005,5.0,0.003566467
15:18:42.389099,4.7,5.0,0.003753998
15:18:43.490564,4.800000000000001,5.0,0.003944292
15:18:44.587234,4.9,5.0,0.004137887
15:18:45.686609,5.0,5.0,0.004333435
